i	j	x	r	mach	theta	press	temp	massflow
114	47	0.945784	0	1.54293	0	114.687	1776.48	0
115	48	0.953168	0	1.54889	0	113.68	1772.9	0
116	49	0.96054	0	1.55468	0	112.709	1769.43	0
117	50	0.967901	0	1.56054	0	111.731	1765.91	0
118	51	0.975252	0	1.5663	0	110.778	1762.46	0
119	52	0.982593	0	1.57211	0	109.824	1758.98	0
120	53	0.989925	0	1.57784	0	108.888	1755.54	0
120	54	1.00196	0	1.58728	0	107.361	1749.88	0
121	55	1.00934	0	1.59315	0	106.42	1746.37	0
122	56	1.01672	0	1.59889	0	105.506	1742.93	0
123	57	1.02409	0	1.60469	0	104.589	1739.46	0
124	58	1.03145	0	1.61041	0	103.692	1736.04	0
125	59	1.03881	0	1.61616	0	102.795	1732.6	0
126	60	1.04616	0	1.62186	0	101.914	1729.19	0
127	61	1.05351	0	1.62758	0	101.035	1725.77	0
127	62	1.06276	0	1.63472	0	99.9458	1721.51	0
128	63	1.07017	0	1.64058	0	99.06	1718.01	0
129	64	1.07758	0	1.64628	0	98.2054	1714.61	0
130	65	1.08499	0	1.65206	0	97.3432	1711.16	0
131	66	1.09239	0	1.65775	0	96.5025	1707.77	0
132	67	1.0998	0	1.66349	0	95.659	1704.35	0
133	68	1.1072	0	1.66917	0	94.8319	1700.97	0
134	69	1.11461	0	1.67488	0	94.0054	1697.58	0
134	70	1.12868	0	1.68565	0	92.463	1691.17	0
135	71	1.13615	0	1.69151	0	91.6325	1687.69	0
136	72	1.14363	0	1.69717	0	90.837	1684.33	0
137	73	1.1511	0	1.70297	0	90.0272	1680.89	0
138	74	1.15858	0	1.70864	0	89.2427	1677.53	0
139	75	1.16606	0	1.71439	0	88.4514	1674.12	0
140	76	1.17355	0	1.72006	0	87.6783	1670.77	0
141	77	1.18103	0	1.72579	0	86.903	1667.38	0
142	78	1.18852	0	1.73145	0	86.1417	1664.03	0
142	79	1.20031	0	1.7404	0	84.95	1658.75	0
143	80	1.20788	0	1.74623	0	84.1816	1655.31	0
144	81	1.21545	0	1.75194	0	83.4349	1651.94	0
145	82	1.22303	0	1.75772	0	82.6849	1648.54	0
146	83	1.23062	0	1.76343	0	81.9502	1645.18	0
147	84	1.23821	0	1.76918	0	81.2153	1641.8	0
148	85	1.2458	0	1.77489	0	80.4924	1638.45	0
149	86	1.25341	0	1.78062	0	79.7713	1635.08	0
150	87	1.26102	0	1.78632	0	79.0599	1631.74	0
151	88	1.26864	0	1.79204	0	78.3518	1628.39	0
151	89	1.27837	0	1.79931	0	77.459	1624.13	0
152	90	1.28607	0	1.80519	0	76.7445	1620.69	0
153	91	1.29378	0	1.81091	0	76.0537	1617.35	0
154	92	1.3015	0	1.81673	0	75.3572	1613.95	0
155	93	1.30923	0	1.82246	0	74.677	1610.61	0
156	94	1.31697	0	1.82825	0	73.9949	1607.24	0
157	95	1.32471	0	1.83399	0	73.325	1603.91	0
158	96	1.33247	0	1.83976	0	72.6558	1600.55	0
159	97	1.34024	0	1.8455	0	71.9964	1597.22	0
