1.02448	0.219921	12.7044
1.02812	0.235798	13.0924
1.03393	0.260403	13.4534
1.04113	0.290136	13.7806
1.0495	0.323882	14.0714
1.05889	0.360952	14.3276
1.06919	0.400945	14.5499
1.08032	0.443523	14.7398
1.09219	0.488393	14.8993
1.10474	0.535325	15.0302
1.1179	0.584145	15.1334
1.13161	0.634674	15.2109
1.1458	0.686776	15.2639
1.16044	0.740346	15.2929
1.17546	0.795262	15.2998
1.19083	0.851451	15.2852
1.20649	0.908825	15.2504
1.22241	0.967322	15.1965
1.23855	1.02688	15.1247
1.25487	1.08745	15.0359
1.27135	1.14899	14.9317
1.28794	1.21146	14.8205
1.30463	1.27478	14.7244
1.32143	1.33891	14.6176
1.33828	1.40381	14.4962
1.35518	1.46946	14.3686
1.3721	1.53584	14.23
1.38902	1.60293	14.0817
1.40592	1.67071	13.92
1.42279	1.73918	13.7497
1.43959	1.80832	13.5711
1.45632	1.87814	13.3773
1.47296	1.94862	13.1777
1.48948	2.01977	12.973
1.50588	2.09158	12.757
1.52214	2.16405	12.5277
1.53822	2.23723	12.2678
1.55412	2.3111	12.0214
1.56983	2.38565	11.7818
1.58535	2.46085	11.5392
1.60067	2.53671	11.2888
1.61576	2.61325	11.0208
1.63062	2.69047	10.7607
1.64524	2.76837	10.5024
1.65962	2.84692	10.2471
1.67376	2.92612	9.99219
1.68764	3.00597	9.73841
1.70127	3.08647	9.48563
1.71465	3.1676	9.23399
1.72776	3.24936	8.98358
1.7406	3.33175	8.73449
1.75317	3.41477	8.48688
1.76546	3.4984	8.24083
1.77748	3.58266	7.9965
1.78922	3.66752	7.75398
1.80068	3.753	7.5134
1.81185	3.83907	7.27487
1.82273	3.92575	7.03838
1.83332	4.01302	6.8042
1.84363	4.10089	6.57227
1.85364	4.18934	6.3428
1.86335	4.27837	6.11582
1.87278	4.36798	5.89134
1.88191	4.45817	5.66954
1.89074	4.54892	5.45042
1.89928	4.64023	5.23406
1.90752	4.7321	5.02057
1.91547	4.82451	4.81
1.92312	4.91748	4.60229
1.93048	5.01099	4.39767
1.93755	5.10504	4.19612
1.94432	5.19961	3.99766
1.9508	5.2947	3.80243
1.95699	5.39031	3.61044
1.9629	5.48643	3.42173
1.96852	5.58305	3.23637
1.97385	5.68016	3.05445
1.97891	5.77777	2.87599
1.98369	5.87585	2.70101
1.98819	5.97441	2.52968
1.99242	6.07343	2.36201
1.99638	6.17291	2.19807
2.00007	6.27283	2.03787
2.00351	6.3732	1.88158
2.00668	6.474	1.72927
2.00961	6.57521	1.58101
2.01228	6.67684	1.4369
2.01472	6.77886	1.29704
2.01691	6.88128	1.1616
2.01888	6.98407	1.03068
2.02062	7.08723	0.904477
2.02214	7.19075	0.783088
2.02346	7.29461	0.666895
2.02457	7.39879	0.55611
2.02549	7.50328	0.451069
2.02622	7.60807	0.352216
2.02678	7.71314	0.260196
2.02718	7.81846	0.17595
2.02743	7.92402	0.100802
2.02756	8.02978	0.0374982
2.02758	8.1357	0
