i	j	x	r	mach	theta	press	temp
43	126	3.42714	1.18303	2.54	4.99258	22.8506	1700.89
44	126	3.45092	1.17519	2.54646	4.85974	22.6033	1696.66
45	126	3.49768	1.1597	2.55906	4.59975	22.1287	1688.46
46	126	3.52129	1.15183	2.56535	4.46943	21.8954	1684.37
47	126	3.5449	1.14392	2.57161	4.33957	21.6659	1680.33
48	126	3.56838	1.13603	2.57778	4.21121	21.4419	1676.34
49	126	3.59185	1.12811	2.58391	4.08337	21.2218	1672.39
50	126	3.62254	1.1177	2.59185	3.91735	20.94	1667.29
51	126	3.64592	1.10974	2.59784	3.79159	20.7297	1663.45
52	126	3.66921	1.10177	2.60376	3.66705	20.524	1659.67
53	126	3.69247	1.09378	2.60962	3.54336	20.3224	1655.93
54	126	3.71567	1.08578	2.61541	3.42081	20.125	1652.24
55	126	3.75432	1.07239	2.62495	3.21831	19.8043	1646.19
56	126	3.77743	1.06433	2.63058	3.0983	19.6174	1642.63
57	126	3.80053	1.05626	2.63615	2.97922	19.4342	1639.11
58	126	3.82355	1.04817	2.64165	2.8614	19.2552	1635.65
59	126	3.84655	1.04006	2.64708	2.74459	19.0799	1632.23
60	126	3.8695	1.03195	2.65244	2.62903	18.9085	1628.87
61	126	3.89333	1.02348	2.65794	2.50997	18.7342	1625.43
62	126	3.91624	1.01531	2.66316	2.39658	18.5702	1622.17
63	126	3.93912	1.00713	2.66831	2.28443	18.4099	1618.96
64	126	3.96194	0.998926	2.67338	2.1736	18.2534	1615.81
65	126	3.98472	0.990713	2.67837	2.0641	18.1007	1612.71
66	126	4.00746	0.982486	2.68328	1.95598	17.9517	1609.66
67	126	4.03982	0.970725	2.69015	1.80421	17.7455	1605.42
68	126	4.06249	0.962452	2.69486	1.69947	17.6052	1602.51
69	126	4.08511	0.954167	2.69949	1.59627	17.4686	1599.66
70	126	4.10767	0.945875	2.70402	1.49477	17.3358	1596.88
71	126	4.13018	0.937575	2.70846	1.39497	17.2068	1594.15
72	126	4.15263	0.929271	2.7128	1.29698	17.0816	1591.5
73	126	4.19355	0.914061	2.72048	1.12254	16.8622	1586.8
74	126	4.21584	0.90574	2.72453	1.03003	16.7478	1584.34
75	126	4.23806	0.897416	2.72847	0.93954	16.6371	1581.94
76	126	4.26018	0.88911	2.73228	0.851562	16.5308	1579.62
77	126	4.28221	0.88081	2.73598	0.765893	16.4283	1577.38
78	126	4.30411	0.872532	2.73954	0.682951	16.3302	1575.23
79	126	4.32591	0.864273	2.74297	0.602683	16.2364	1573.15
80	126	4.35303	0.853964	2.74706	0.506348	16.1251	1570.68
81	126	4.37454	0.845767	2.75015	0.432956	16.0413	1568.81
82	126	4.39586	0.837621	2.75308	0.363115	15.9625	1567.05
83	126	4.41697	0.829535	2.75584	0.297069	15.8887	1565.39
84	126	4.43784	0.821524	2.75841	0.235202	15.8202	1563.85
85	126	4.45843	0.813605	2.76077	0.177905	15.7575	1562.43
86	126	4.47868	0.805799	2.76291	0.125696	15.7009	1561.15
87	126	4.51209	0.792895	2.76596	0.0507362	15.6207	1559.32
88	126	4.53102	0.785571	2.76735	0.0163019	15.5843	1558.49
89	126	4.54815	0.778935	2.768	0	15.5672	1558.1
90	126	4.55245	0.777269	2.768	0	15.5672	1558.1
91	126	4.60389	0.757339	2.768	0	15.5672	1558.1
92	126	4.65533	0.737409	2.768	0	15.5672	1558.1
93	126	4.70677	0.717479	2.768	0	15.5672	1558.1
94	126	4.75821	0.697549	2.768	0	15.5672	1558.1
95	126	4.80965	0.677619	2.768	0	15.5672	1558.1
96	126	4.86109	0.657689	2.768	0	15.5672	1558.1
97	126	4.91253	0.637759	2.768	0	15.5672	1558.1
98	126	4.96397	0.617829	2.768	0	15.5672	1558.1
99	126	5.01541	0.597899	2.768	0	15.5672	1558.1
100	126	5.06685	0.577969	2.768	0	15.5672	1558.1
101	126	5.11829	0.558039	2.768	0	15.5672	1558.1
102	126	5.16973	0.538109	2.768	0	15.5672	1558.1
103	126	5.22117	0.518179	2.768	0	15.5672	1558.1
104	126	5.27261	0.498249	2.768	0	15.5672	1558.1
105	126	5.32405	0.478319	2.768	0	15.5672	1558.1
106	126	5.37549	0.458389	2.768	0	15.5672	1558.1
107	126	5.42693	0.438459	2.768	0	15.5672	1558.1
108	126	5.47837	0.41853	2.768	0	15.5672	1558.1
109	126	5.52981	0.3986	2.768	0	15.5672	1558.1
110	126	5.58125	0.37867	2.768	0	15.5672	1558.1
111	126	5.63269	0.35874	2.768	0	15.5672	1558.1
112	126	5.68413	0.33881	2.768	0	15.5672	1558.1
113	126	5.73557	0.31888	2.768	0	15.5672	1558.1
114	126	5.78702	0.29895	2.768	0	15.5672	1558.1
115	126	5.83846	0.27902	2.768	0	15.5672	1558.1
116	126	5.8899	0.25909	2.768	0	15.5672	1558.1
117	126	5.94134	0.23916	2.768	0	15.5672	1558.1
118	126	5.99278	0.21923	2.768	0	15.5672	1558.1
119	126	6.04422	0.1993	2.768	0	15.5672	1558.1
120	126	6.09566	0.17937	2.768	0	15.5672	1558.1
121	126	6.1471	0.15944	2.768	0	15.5672	1558.1
122	126	6.19854	0.13951	2.768	0	15.5672	1558.1
123	126	6.24998	0.11958	2.768	0	15.5672	1558.1
124	126	6.30142	0.0996499	2.768	0	15.5672	1558.1
125	126	6.35286	0.0797199	2.768	0	15.5672	1558.1
126	126	6.4043	0.0597899	2.768	0	15.5672	1558.1
127	126	6.45574	0.03986	2.768	0	15.5672	1558.1
128	126	6.50718	0.01993	2.768	0	15.5672	1558.1
129	126	6.55862	0	2.768	0	15.5672	1558.1

0	127	2.27895	1.5622	2.19303	11.7211	40.8634	1942.43
1	127	2.28692	1.56001	2.19523	11.6838	40.7147	1940.81
2	127	2.29115	1.55884	2.19684	11.6506	40.6056	1939.63
3	127	2.29865	1.55677	2.19936	11.6018	40.4358	1937.77
4	127	2.31008	1.55361	2.2027	11.5423	40.2122	1935.32
5	127	2.32653	1.54906	2.20733	11.4618	39.9039	1931.92
6	127	2.34847	1.54298	2.21346	11.3557	39.4996	1927.43
7	127	2.37572	1.53541	2.22101	11.2254	39.007	1921.91
8	127	2.40855	1.52628	2.23009	11.068	38.422	1915.29
9	127	2.44771	1.51534	2.24103	10.876	37.7278	1907.32
10	127	2.49562	1.50191	2.25487	10.6267	36.8678	1897.3
11	127	2.52324	1.49413	2.26318	10.4724	36.3603	1891.3
12	127	2.55876	1.48409	2.27437	10.2586	35.6879	1883.26
13	127	2.60593	1.47067	2.29004	9.94885	34.7655	1872.02
14	127	2.64693	1.45892	2.30233	9.71705	34.0589	1863.26
15	127	2.68462	1.44806	2.31437	9.48119	33.38	1854.71
16	127	2.73109	1.43459	2.32823	9.21727	32.6148	1844.91
17	127	2.76495	1.42471	2.33883	9.00921	32.0407	1837.44
18	127	2.81683	1.40948	2.3542	8.71392	31.2263	1826.67
19	127	2.84769	1.40036	2.36367	8.52794	30.7346	1820.05
20	127	2.87392	1.39258	2.37133	8.38003	30.3419	1814.72
21	127	2.90786	1.38245	2.38165	8.17656	29.8213	1807.55
22	127	2.93419	1.37456	2.38937	8.02621	29.4376	1802.21
23	127	2.9627	1.36598	2.39794	7.85667	29.0172	1796.3
24	127	3.00003	1.35468	2.40885	7.64236	28.4903	1788.8
25	127	3.02729	1.34639	2.41692	7.4823	28.1067	1783.27
26	127	3.05294	1.33855	2.42436	7.33556	27.7579	1778.19
27	127	3.09835	1.32459	2.43765	7.0708	27.1448	1769.14
28	127	3.12377	1.31673	2.44497	6.92515	26.8128	1764.17
29	127	3.1498	1.30865	2.45251	6.77412	26.4749	1759.07
30	127	3.17492	1.30082	2.45968	6.63069	26.1575	1754.22
31	127	3.20082	1.2927	2.46711	6.48138	25.8327	1749.22
32	127	3.22579	1.28484	2.47419	6.33912	25.5269	1744.47
33	127	3.25097	1.27689	2.48134	6.1949	25.2218	1739.69
34	127	3.27571	1.26904	2.48829	6.0545	24.9284	1735.04
35	127	3.30854	1.25856	2.4975	5.86786	24.5451	1728.91
36	127	3.3331	1.25069	2.50433	5.72922	24.2646	1724.38
37	127	3.3577	1.24278	2.51115	5.59039	23.9877	1719.86
38	127	3.38204	1.23491	2.51785	5.45379	23.7187	1715.44
39	127	3.42196	1.22194	2.52877	5.23036	23.2867	1708.25
40	127	3.44612	1.21404	2.53532	5.09594	23.0313	1703.95
41	127	3.47027	1.20611	2.54183	4.96191	22.78	1699.68
42	127	3.49427	1.1982	2.54826	4.8295	22.5349	1695.49
43	127	3.54144	1.18256	2.56078	4.5704	22.0646	1687.34
44	127	3.56527	1.17461	2.56704	4.44054	21.8334	1683.28
45	127	3.58908	1.16663	2.57325	4.31116	21.606	1679.26
46	127	3.61277	1.15866	2.57939	4.18328	21.3841	1675.31
47	127	3.63645	1.15067	2.58547	4.05593	21.1659	1671.39
48	127	3.66741	1.14016	2.59336	3.89056	20.8867	1666.32
49	127	3.69099	1.13212	2.59931	3.76533	20.6783	1662.51
50	127	3.71448	1.12408	2.60519	3.64131	20.4745	1658.75
51	127	3.73795	1.11602	2.61102	3.51816	20.2747	1655.04
52	127	3.76134	1.10794	2.61677	3.39616	20.0792	1651.38
53	127	3.80032	1.09442	2.62624	3.19459	19.7614	1645.37
54	127	3.82363	1.0863	2.63183	3.07516	19.5762	1641.84
55	127	3.84692	1.07814	2.63736	2.95666	19.3948	1638.35
56	127	3.87014	1.06999	2.64282	2.83944	19.2174	1634.91
57	127	3.89334	1.06181	2.64821	2.72323	19.0437	1631.53
58	127	3.91647	1.05361	2.65352	2.60829	18.874	1628.19
59	127	3.9405	1.04507	2.65898	2.48988	18.7013	1624.78
60	127	3.9636	1.03683	2.66416	2.37713	18.5388	1621.54
61	127	3.98666	1.02857	2.66927	2.26562	18.3801	1618.36
62	127	4.00967	1.0203	2.6743	2.15545	18.2251	1615.23
63	127	4.03264	1.01202	2.67925	2.04662	18.0739	1612.16
64	127	4.05555	1.00372	2.68412	1.93918	17.9263	1609.14
65	127	4.08817	0.991863	2.69093	1.78839	17.7221	1604.94
66	127	4.11102	0.983522	2.6956	1.68435	17.5832	1602.05
67	127	4.13381	0.975169	2.70019	1.58186	17.448	1599.23
68	127	4.15655	0.966811	2.70468	1.48108	17.3165	1596.47
69	127	4.17922	0.958445	2.70908	1.382	17.1888	1593.77
70	127	4.20184	0.950076	2.71338	1.28474	17.0649	1591.14
71	127	4.24306	0.93475	2.72099	1.11165	16.8478	1586.49
72	127	4.2655	0.926367	2.725	1.01989	16.7345	1584.05
73	127	4.28788	0.917983	2.7289	0.930149	16.6251	1581.68
74	127	4.31014	0.909617	2.73268	0.84292	16.5198	1579.38
75	127	4.33232	0.901259	2.73634	0.758001	16.4185	1577.17
76	127	4.35437	0.892926	2.73986	0.675804	16.3214	1575.03
77	127	4.3763	0.884613	2.74325	0.596277	16.2286	1572.98
78	127	4.40359	0.874239	2.7473	0.500861	16.1185	1570.54
79	127	4.42523	0.865992	2.75036	0.42819	16.0357	1568.69
80	127	4.44667	0.857798	2.75326	0.359056	15.9578	1566.94
81	127	4.46789	0.849667	2.75598	0.293696	15.8848	1565.3
82	127	4.48887	0.841614	2.75852	0.232489	15.8172	1563.78
83	127	4.50956	0.833656	2.76086	0.175821	15.7552	1562.38
84	127	4.5299	0.825815	2.76297	0.124201	15.6993	1561.11
85	127	4.56344	0.812859	2.76598	0.050117	15.62	1559.3
86	127	4.58243	0.805512	2.76735	0.0161002	15.5841	1558.48
87	127	4.59959	0.798865	2.768	0	15.5672	1558.1
88	127	4.60389	0.797199	2.768	0	15.5672	1558.1
89	127	4.65533	0.777269	2.768	0	15.5672	1558.1
90	127	4.70677	0.757339	2.768	0	15.5672	1558.1
91	127	4.75821	0.737409	2.768	0	15.5672	1558.1
92	127	4.80965	0.717479	2.768	0	15.5672	1558.1
93	127	4.86109	0.697549	2.768	0	15.5672	1558.1
94	127	4.91253	0.677619	2.768	0	15.5672	1558.1
95	127	4.96397	0.657689	2.768	0	15.5672	1558.1
96	127	5.01541	0.637759	2.768	0	15.5672	1558.1
97	127	5.06685	0.617829	2.768	0	15.5672	1558.1
98	127	5.11829	0.597899	2.768	0	15.5672	1558.1
99	127	5.16973	0.577969	2.768	0	15.5672	1558.1
100	127	5.22117	0.558039	2.768	0	15.5672	1558.1
101	127	5.27261	0.538109	2.768	0	15.5672	1558.1
102	127	5.32405	0.518179	2.768	0	15.5672	1558.1
103	127	5.37549	0.498249	2.768	0	15.5672	1558.1
104	127	5.42693	0.478319	2.768	0	15.5672	1558.1
105	127	5.47837	0.458389	2.768	0	15.5672	1558.1
106	127	5.52981	0.438459	2.768	0	15.5672	1558.1
107	127	5.58125	0.41853	2.768	0	15.5672	1558.1
108	127	5.63269	0.3986	2.768	0	15.5672	1558.1
109	127	5.68413	0.37867	2.768	0	15.5672	1558.1
110	127	5.73557	0.35874	2.768	0	15.5672	1558.1
111	127	5.78702	0.33881	2.768	0	15.5672	1558.1
112	127	5.83846	0.31888	2.768	0	15.5672	1558.1
113	127	5.8899	0.29895	2.768	0	15.5672	1558.1
114	127	5.94134	0.27902	2.768	0	15.5672	1558.1
115	127	5.99278	0.25909	2.768	0	15.5672	1558.1
116	127	6.04422	0.23916	2.768	0	15.5672	1558.1
117	127	6.09566	0.21923	2.768	0	15.5672	1558.1
118	127	6.1471	0.1993	2.768	0	15.5672	1558.1
119	127	6.19854	0.17937	2.768	0	15.5672	1558.1
120	127	6.24998	0.15944	2.768	0	15.5672	1558.1
121	127	6.30142	0.13951	2.768	0	15.5672	1558.1
122	127	6.35286	0.11958	2.768	0	15.5672	1558.1
123	127	6.4043	0.0996499	2.768	0	15.5672	1558.1
124	127	6.45574	0.0797199	2.768	0	15.5672	1558.1
125	127	6.50718	0.0597899	2.768	0	15.5672	1558.1
126	127	6.55862	0.03986	2.768	0	15.5672	1558.1
127	127	6.61006	0.01993	2.768	0	15.5672	1558.1
128	127	6.6615	0	2.768	0	15.5672	1558.1

0	128	2.35249	1.57728	2.20871	11.4576	39.8127	1930.91
1	128	2.35967	1.57529	2.21071	11.4227	39.6808	1929.44
2	128	2.38178	1.56917	2.21681	11.3164	39.2803	1924.98
3	128	2.40924	1.56155	2.22432	11.1859	38.7923	1919.49
4	128	2.44231	1.55234	2.23336	11.0283	38.2129	1912.9
5	128	2.48178	1.54133	2.24427	10.8361	37.5253	1904.98
6	128	2.53007	1.52778	2.25804	10.5866	36.6733	1895.01
7	128	2.55792	1.51994	2.26632	10.4324	36.1705	1889.04
8	128	2.59377	1.50981	2.27746	10.2187	35.5042	1881.04
9	128	2.6414	1.49625	2.29307	9.90945	34.5903	1869.86
10	128	2.68276	1.4844	2.3053	9.67777	33.8901	1861.15
11	128	2.7208	1.47344	2.31729	9.44223	33.2173	1852.64
12	128	2.76768	1.45984	2.33108	9.1785	32.4591	1842.9
13	128	2.80185	1.44987	2.34164	8.97074	31.8902	1835.47
14	128	2.85418	1.4345	2.35694	8.67575	31.0831	1824.75
15	128	2.88532	1.42529	2.36637	8.49004	30.5958	1818.17
16	128	2.91178	1.41744	2.374	8.34229	30.2067	1812.86
17	128	2.94603	1.40722	2.38427	8.13915	29.6907	1805.74
18	128	2.9726	1.39925	2.39195	7.98901	29.3105	1800.43
19	128	3.00136	1.39059	2.40048	7.81975	28.8937	1794.55
20	128	3.03902	1.37918	2.41134	7.60578	28.3716	1787.09
21	128	3.06653	1.37081	2.41937	7.44602	27.9914	1781.59
22	128	3.0924	1.3629	2.42677	7.29954	27.6456	1776.54
23	128	3.13823	1.3488	2.43999	7.0353	27.038	1767.54
24	128	3.16387	1.34087	2.44728	6.88994	26.7089	1762.61
25	128	3.19014	1.3327	2.45478	6.73923	26.374	1757.53
26	128	3.21548	1.32479	2.46192	6.59611	26.0593	1752.72
27	128	3.24161	1.3166	2.46931	6.44715	25.7374	1747.75
28	128	3.2668	1.30867	2.47635	6.30521	25.4343	1743.03
29	128	3.29222	1.30063	2.48346	6.16135	25.1319	1738.27
30	128	3.31718	1.29271	2.49038	6.0213	24.8411	1733.65
31	128	3.3503	1.28214	2.49954	5.83514	24.4611	1727.56
32	128	3.37508	1.27419	2.50633	5.69687	24.1831	1723.05
33	128	3.39989	1.2662	2.51311	5.55843	23.9087	1718.57
34	128	3.42445	1.25825	2.51977	5.42222	23.6421	1714.17
35	128	3.46472	1.24515	2.53063	5.19945	23.2139	1707.03
36	128	3.4891	1.23718	2.53714	5.06544	22.9607	1702.75
37	128	3.51346	1.22918	2.54362	4.93184	22.7116	1698.52
38	128	3.53767	1.22119	2.55001	4.79987	22.4687	1694.35
39	128	3.58526	1.2054	2.56246	4.54164	22.0025	1686.25
40	128	3.60929	1.19738	2.56867	4.41225	21.7733	1682.23
41	128	3.63331	1.18932	2.57485	4.28333	21.548	1678.23
42	128	3.65721	1.18128	2.58094	4.15593	21.328	1674.3
43	128	3.68109	1.17321	2.58699	4.02907	21.1118	1670.41
44	128	3.71232	1.1626	2.59483	3.86436	20.835	1665.38
45	128	3.7361	1.15449	2.60074	3.73964	20.6285	1661.6
46	128	3.7598	1.14637	2.60658	3.61615	20.4266	1657.86
47	128	3.78346	1.13823	2.61237	3.49352	20.2285	1654.18
48	128	3.80706	1.13009	2.61808	3.37206	20.0348	1650.55
49	128	3.84636	1.11644	2.62749	3.17142	19.7199	1644.58
50	128	3.86987	1.10824	2.63304	3.05255	19.5364	1641.07
51	128	3.89336	1.10002	2.63853	2.93463	19.3565	1637.61
52	128	3.91677	1.09178	2.64395	2.818	19.1808	1634.2
53	128	3.94015	1.08353	2.6493	2.70239	19.0087	1630.84
54	128	3.96348	1.07527	2.65458	2.58805	18.8406	1627.53
55	128	3.98771	1.06665	2.66	2.47029	18.6695	1624.15
56	128	4.011	1.05834	2.66514	2.35816	18.5085	1620.94
57	128	4.03424	1.05001	2.6702	2.2473	18.3513	1617.78
58	128	4.05743	1.04167	2.67519	2.13778	18.1978	1614.68
59	128	4.08058	1.03331	2.68011	2.0296	18.0479	1611.63
60	128	4.10368	1.02495	2.68494	1.92282	17.9017	1608.64
61	128	4.13655	1.01299	2.69169	1.773	17.6995	1604.47
62	128	4.15957	1.00458	2.69632	1.66965	17.562	1601.61
63	128	4.18254	0.996162	2.70087	1.56785	17.428	1598.81
64	128	4.20544	0.987737	2.70532	1.46777	17.2979	1596.08
65	128	4.22828	0.979306	2.70968	1.3694	17.1714	1593.41
66	128	4.25106	0.970872	2.71395	1.27286	17.0487	1590.8
67	128	4.29258	0.955431	2.72148	1.10109	16.8338	1586.19
68	128	4.31518	0.946987	2.72546	1.01005	16.7217	1583.77
69	128	4.33771	0.938543	2.72932	0.921042	16.6134	1581.42
70	128	4.36012	0.930119	2.73306	0.834542	16.5092	1579.15
71	128	4.38245	0.921704	2.73668	0.750352	16.4089	1576.96
72	128	4.40464	0.913315	2.74017	0.668881	16.313	1574.84
73	128	4.42671	0.904948	2.74353	0.590076	16.2211	1572.81
74	128	4.45416	0.894509	2.74753	0.495551	16.1122	1570.4
75	128	4.47592	0.886213	2.75056	0.423581	16.0303	1568.57
76	128	4.49748	0.877972	2.75343	0.355131	15.9532	1566.84
77	128	4.51882	0.869797	2.75612	0.290436	15.8811	1565.22
78	128	4.5399	0.861702	2.75863	0.229869	15.8142	1563.71
79	128	4.56069	0.853705	2.76094	0.173809	15.753	1562.33
80	128	4.58112	0.845829	2.76303	0.122758	15.6977	1561.07
81	128	4.6148	0.832823	2.76601	0.0495199	15.6194	1559.29
82	128	4.63384	0.825453	2.76736	0.0159057	15.5839	1558.48
83	128	4.65103	0.818795	2.768	0	15.5672	1558.1
84	128	4.65533	0.817129	2.768	0	15.5672	1558.1
85	128	4.70677	0.797199	2.768	0	15.5672	1558.1
86	128	4.75821	0.777269	2.768	0	15.5672	1558.1
87	128	4.80965	0.757339	2.768	0	15.5672	1558.1
88	128	4.86109	0.737409	2.768	0	15.5672	1558.1
89	128	4.91253	0.717479	2.768	0	15.5672	1558.1
90	128	4.96397	0.697549	2.768	0	15.5672	1558.1
91	128	5.01541	0.677619	2.768	0	15.5672	1558.1
92	128	5.06685	0.657689	2.768	0	15.5672	1558.1
93	128	5.11829	0.637759	2.768	0	15.5672	1558.1
94	128	5.16973	0.617829	2.768	0	15.5672	1558.1
95	128	5.22117	0.597899	2.768	0	15.5672	1558.1
96	128	5.27261	0.577969	2.768	0	15.5672	1558.1
97	128	5.32405	0.558039	2.768	0	15.5672	1558.1
98	128	5.37549	0.538109	2.768	0	15.5672	1558.1
99	128	5.42693	0.518179	2.768	0	15.5672	1558.1
100	128	5.47837	0.498249	2.768	0	15.5672	1558.1
101	128	5.52981	0.478319	2.768	0	15.5672	1558.1
102	128	5.58125	0.458389	2.768	0	15.5672	1558.1
103	128	5.63269	0.438459	2.768	0	15.5672	1558.1
104	128	5.68413	0.41853	2.768	0	15.5672	1558.1
105	128	5.73557	0.3986	2.768	0	15.5672	1558.1
106	128	5.78702	0.37867	2.768	0	15.5672	1558.1
107	128	5.83846	0.35874	2.768	0	15.5672	1558.1
108	128	5.8899	0.33881	2.768	0	15.5672	1558.1
109	128	5.94134	0.31888	2.768	0	15.5672	1558.1
110	128	5.99278	0.29895	2.768	0	15.5672	1558.1
111	128	6.04422	0.27902	2.768	0	15.5672	1558.1
112	128	6.09566	0.25909	2.768	0	15.5672	1558.1
113	128	6.1471	0.23916	2.768	0	15.5672	1558.1
114	128	6.19854	0.21923	2.768	0	15.5672	1558.1
115	128	6.24998	0.1993	2.768	0	15.5672	1558.1
116	128	6.30142	0.17937	2.768	0	15.5672	1558.1
117	128	6.35286	0.15944	2.768	0	15.5672	1558.1
118	128	6.4043	0.13951	2.768	0	15.5672	1558.1
119	128	6.45574	0.11958	2.768	0	15.5672	1558.1
120	128	6.50718	0.0996499	2.768	0	15.5672	1558.1
121	128	6.55862	0.0797199	2.768	0	15.5672	1558.1
122	128	6.61006	0.0597899	2.768	0	15.5672	1558.1
123	128	6.6615	0.03986	2.768	0	15.5672	1558.1
124	128	6.71294	0.01993	2.768	0	15.5672	1558.1
125	128	6.76438	0	2.768	0	15.5672	1558.1

0	129	2.42666	1.59215	2.22318	11.2231	38.866	1920.32
1	129	2.44283	1.58766	2.22756	11.1467	38.584	1917.13
2	129	2.47615	1.57839	2.23656	10.9889	38.0099	1910.57
3	129	2.51592	1.56729	2.24742	10.7965	37.3287	1902.7
4	129	2.56459	1.55364	2.26114	10.547	36.4845	1892.78
5	129	2.59268	1.54573	2.26938	10.3928	35.9862	1886.84
6	129	2.62885	1.53551	2.28047	10.1793	35.326	1878.88
7	129	2.67694	1.52182	2.29602	9.87048	34.4202	1867.76
8	129	2.71865	1.50986	2.3082	9.63894	33.7263	1859.09
9	129	2.75705	1.49879	2.32014	9.40372	33.0595	1850.63
10	129	2.80433	1.48508	2.33387	9.14021	32.308	1840.93
11	129	2.83881	1.47501	2.34438	8.93275	31.7441	1833.54
12	129	2.89159	1.4595	2.35961	8.63807	30.9442	1822.88
13	129	2.92302	1.4502	2.369	8.45264	30.4612	1816.34
14	129	2.9497	1.44228	2.37659	8.30507	30.0755	1811.06
15	129	2.98427	1.43196	2.38682	8.10226	29.5639	1803.98
16	129	3.01106	1.42392	2.39446	7.95233	29.187	1798.7
17	129	3.04009	1.41517	2.40295	7.78337	28.774	1792.85
18	129	3.07808	1.40366	2.41376	7.56975	28.2563	1785.43
19	129	3.10584	1.39521	2.42175	7.41029	27.8795	1779.96
20	129	3.13193	1.38722	2.42912	7.26406	27.5367	1774.94
21	129	3.17816	1.37299	2.44228	7.00036	26.9343	1765.99
22	129	3.20404	1.36498	2.44953	6.8553	26.6081	1761.08
23	129	3.23054	1.35674	2.45699	6.70491	26.2761	1756.04
24	129	3.2561	1.34875	2.46409	6.5621	25.9641	1751.25
25	129	3.28247	1.34048	2.47145	6.41349	25.645	1746.31
26	129	3.30788	1.33248	2.47845	6.27188	25.3445	1741.62
27	129	3.33352	1.32436	2.48553	6.12837	25.0447	1736.89
28	129	3.35869	1.31636	2.49241	5.98867	24.7564	1732.3
29	129	3.39211	1.30569	2.50152	5.803	24.3797	1726.24
30	129	3.41711	1.29766	2.50828	5.66511	24.1041	1721.76
31	129	3.44214	1.2896	2.51502	5.52705	23.832	1717.31
32	129	3.46692	1.28158	2.52164	5.39123	23.5677	1712.94
33	129	3.50753	1.26835	2.53244	5.16913	23.1432	1705.84
34	129	3.53213	1.2603	2.53892	5.03553	22.8922	1701.59
35	129	3.5567	1.25222	2.54536	4.90235	22.6452	1697.38
36	129	3.58112	1.24417	2.55171	4.77081	22.4044	1693.24
37	129	3.62912	1.22823	2.56408	4.51346	21.9423	1685.2
38	129	3.65336	1.22013	2.57026	4.38452	21.7151	1681.2
39	129	3.67759	1.212	2.5764	4.25608	21.4917	1677.23
40	129	3.70169	1.20388	2.58246	4.12915	21.2736	1673.33
41	129	3.72577	1.19573	2.58847	4.00278	21.0593	1669.46
42	129	3.75727	1.18503	2.59626	3.83872	20.7849	1664.47
43	129	3.78125	1.17684	2.60213	3.7145	20.5802	1660.71
44	129	3.80515	1.16865	2.60794	3.59153	20.3801	1657
45	129	3.82902	1.16043	2.61368	3.46943	20.1837	1653.34
46	129	3.85281	1.15221	2.61936	3.3485	19.9917	1649.73
47	129	3.89244	1.13845	2.6287	3.14878	19.6796	1643.82
48	129	3.91615	1.13017	2.63422	3.03047	19.4977	1640.33
49	129	3.93983	1.12187	2.63967	2.91312	19.3195	1636.89
50	129	3.96343	1.11357	2.64505	2.79707	19.1453	1633.51
51	129	3.98701	1.10524	2.65036	2.68205	18.9748	1630.18
52	129	4.01052	1.09691	2.6556	2.56831	18.8082	1626.89
53	129	4.03495	1.08822	2.66098	2.45118	18.6386	1623.53
54	129	4.05842	1.07983	2.66608	2.33967	18.4791	1620.35
55	129	4.08185	1.07143	2.67111	2.22944	18.3233	1617.22
56	129	4.10522	1.06302	2.67606	2.12055	18.1712	1614.14
57	129	4.12855	1.0546	2.68093	2.01301	18.0228	1611.12
58	129	4.15183	1.04616	2.68573	1.90689	17.878	1608.15
59	129	4.18495	1.03411	2.69242	1.75802	17.6776	1604.02
60	129	4.20814	1.02563	2.69702	1.65534	17.5414	1601.18
61	129	4.23128	1.01714	2.70153	1.55422	17.4088	1598.41
62	129	4.25436	1.00865	2.70594	1.45483	17.2799	1595.7
63	129	4.27737	1.00016	2.71027	1.35715	17.1546	1593.05
64	129	4.30031	0.991661	2.71449	1.26131	17.0331	1590.46
65	129	4.34212	0.976105	2.72196	1.09083	16.8203	1585.9
66	129	4.36487	0.967601	2.7259	1.0005	16.7094	1583.51
67	129	4.38756	0.959097	2.72972	0.912204	16.6021	1581.18
68	129	4.41012	0.950615	2.73343	0.826414	16.499	1578.93
69	129	4.43259	0.942143	2.73701	0.742936	16.3997	1576.75
70	129	4.45492	0.933699	2.74047	0.662171	16.3047	1574.66
71	129	4.47712	0.925279	2.74379	0.584067	16.2139	1572.65
72	129	4.50474	0.914776	2.74776	0.490409	16.1061	1570.26
73	129	4.52662	0.906431	2.75075	0.419119	16.0251	1568.45
74	129	4.5483	0.898144	2.75359	0.351333	15.9489	1566.74
75	129	4.56975	0.889924	2.75626	0.287283	15.8775	1565.14
76	129	4.59094	0.881788	2.75874	0.227336	15.8114	1563.65
77	129	4.61183	0.873753	2.76102	0.171865	15.7508	1562.28
78	129	4.63235	0.865842	2.76309	0.121364	15.6962	1561.04
79	129	4.66615	0.852787	2.76603	0.0489437	15.6188	1559.28
80	129	4.68525	0.845394	2.76737	0.0157182	15.5837	1558.48
81	129	4.70247	0.838725	2.768	0	15.5672	1558.1
82	129	4.70677	0.837059	2.768	0	15.5672	1558.1
83	129	4.75821	0.817129	2.768	0	15.5672	1558.1
84	129	4.80965	0.797199	2.768	0	15.5672	1558.1
