i	j	x	r	mach	theta	press	temp
99	101	2.42411	0.580807	2.48692	5.57848	24.9861	1735.96
100	101	2.4422	0.574875	2.49467	5.43918	24.6623	1730.79
101	101	2.46027	0.568924	2.5024	5.29979	24.3437	1725.66
102	101	2.47827	0.562977	2.51004	5.16153	24.0326	1720.6
103	101	2.49626	0.55701	2.51765	5.02324	23.7266	1715.57
104	101	2.51982	0.549165	2.52755	4.84284	23.3345	1709.05
105	101	2.53776	0.543161	2.53505	4.7055	23.0417	1704.13
106	101	2.55566	0.537151	2.54249	4.56892	22.755	1699.26
107	101	2.57355	0.531123	2.54988	4.43264	22.4736	1694.44
108	101	2.5914	0.525084	2.5572	4.29702	22.198	1689.67
109	101	2.62117	0.514962	2.56933	4.07145	21.7494	1681.8
110	101	2.63901	0.508868	2.57652	3.93689	21.4875	1677.15
111	101	2.65683	0.502752	2.58366	3.80266	21.2305	1672.55
112	101	2.67463	0.496623	2.59074	3.66917	20.9789	1668
113	101	2.69242	0.490471	2.59777	3.53606	20.7322	1663.5
114	101	2.7102	0.484303	2.60473	3.40365	20.4906	1659.05
115	101	2.72868	0.477862	2.61191	3.26638	20.2443	1654.47
116	101	2.74648	0.471638	2.61875	3.13483	20.0122	1650.12
117	101	2.76427	0.465392	2.62553	3.00389	19.7849	1645.82
118	101	2.78204	0.459125	2.63225	2.87364	19.5625	1641.58
119	101	2.79982	0.452835	2.63889	2.74405	19.3449	1637.38
120	101	2.81758	0.446523	2.64546	2.6152	19.132	1633.25
121	101	2.84293	0.437475	2.65471	2.43268	18.8365	1627.45
122	101	2.86072	0.431092	2.6611	2.30553	18.6347	1623.45
123	101	2.87852	0.424684	2.66742	2.17922	18.4377	1619.52
124	101	2.89631	0.418254	2.67364	2.05395	18.2455	1615.64
125	101	2.9141	0.411798	2.67977	1.92968	18.058	1611.84
126	101	2.93189	0.405318	2.68581	1.80653	17.8754	1608.1
127	101	2.96445	0.393391	2.6966	1.5843	17.5538	1601.44
128	101	2.98226	0.386831	2.70234	1.46474	17.3849	1597.91
129	101	3.00008	0.380242	2.70797	1.3465	17.2209	1594.45
130	101	3.01788	0.373635	2.71347	1.23026	17.0624	1591.09
131	101	3.03569	0.367003	2.71884	1.11571	16.9089	1587.81
132	101	3.05348	0.360352	2.72405	1.00345	16.7612	1584.63
133	101	3.07126	0.35368	2.72912	0.893395	16.6189	1581.54
134	101	3.09353	0.34529	2.73523	0.759293	16.4491	1577.84
135	101	3.1113	0.338568	2.7399	0.655475	16.3203	1575.01
136	101	3.12904	0.331836	2.74437	0.555198	16.1981	1572.31
137	101	3.14674	0.325096	2.74861	0.458876	16.083	1569.74
138	101	3.16439	0.318355	2.7526	0.367161	15.9754	1567.34
139	101	3.18197	0.31162	2.75632	0.280755	15.8759	1565.1
140	101	3.19945	0.304901	2.75972	0.200597	15.7853	1563.06
141	101	3.22885	0.29357	2.76464	0.0825839	15.6553	1560.11
142	101	3.2459	0.286975	2.76692	0.0268326	15.5955	1558.75
143	101	3.26214	0.280685	2.768	0	15.5672	1558.1
144	101	3.26644	0.27902	2.768	0	15.5672	1558.1
145	101	3.31788	0.25909	2.768	0	15.5672	1558.1
146	101	3.36932	0.23916	2.768	0	15.5672	1558.1
147	101	3.42076	0.21923	2.768	0	15.5672	1558.1
148	101	3.4722	0.1993	2.768	0	15.5672	1558.1
149	101	3.52364	0.17937	2.768	0	15.5672	1558.1
150	101	3.57508	0.15944	2.768	0	15.5672	1558.1
151	101	3.62652	0.13951	2.768	0	15.5672	1558.1
152	101	3.67796	0.11958	2.768	0	15.5672	1558.1
153	101	3.7294	0.0996499	2.768	0	15.5672	1558.1
154	101	3.78084	0.0797199	2.768	0	15.5672	1558.1
155	101	3.83228	0.0597899	2.768	0	15.5672	1558.1
156	101	3.88372	0.03986	2.768	0	15.5672	1558.1
157	101	3.93516	0.01993	2.768	0	15.5672	1558.1
158	101	3.98661	0	2.768	0	15.5672	1558.1

0	102	0.662121	1.16018	1.77525	15.4149	80.4465	2267.52
1	102	0.66817	1.15811	1.77698	15.4062	80.2278	2266.11
2	102	0.680834	1.1538	1.78065	15.387	79.7679	2263.13
3	102	0.693664	1.14944	1.78439	15.3666	79.3005	2260.1
4	102	0.706659	1.14505	1.78821	15.345	78.8257	2257
5	102	0.71982	1.14061	1.79211	15.3222	78.3434	2253.84
6	102	0.733146	1.13614	1.79609	15.298	77.8537	2250.61
7	102	0.746636	1.13162	1.80015	15.2725	77.3564	2247.32
8	102	0.760291	1.12707	1.8043	15.2455	76.8516	2243.96
9	102	0.77411	1.12248	1.80854	15.2171	76.3393	2240.53
10	102	0.788094	1.11785	1.81287	15.1872	75.8195	2237.04
11	102	0.802243	1.11318	1.81728	15.1556	75.2921	2233.47
12	102	0.816556	1.10847	1.82178	15.1225	74.7573	2229.84
13	102	0.831033	1.10373	1.82638	15.0876	74.215	2226.13
14	102	0.845674	1.09895	1.83107	15.0511	73.6652	2222.36
15	102	0.86048	1.09413	1.83585	15.0127	73.1081	2218.51
16	102	0.87545	1.08928	1.84074	14.9726	72.5437	2214.58
17	102	0.890583	1.08439	1.84571	14.9306	71.972	2210.58
18	102	0.90588	1.07947	1.85079	14.8866	71.3933	2206.51
19	102	0.921338	1.0745	1.85596	14.8407	70.8076	2202.36
20	102	0.936959	1.06951	1.86123	14.7928	70.215	2198.14
21	102	0.952741	1.06448	1.86661	14.7429	69.6157	2193.84
22	102	0.968683	1.05942	1.87208	14.691	69.01	2189.46
23	102	0.984784	1.05432	1.87765	14.6369	68.3979	2185.01
24	102	1.00052	1.04935	1.88288	14.5912	67.8289	2180.84
25	102	1.01593	1.0445	1.88783	14.5517	67.2935	2176.9
26	102	1.03088	1.03982	1.89246	14.5186	66.7955	2173.21
27	102	1.04641	1.03496	1.89758	14.4748	66.25	2169.14
28	102	1.0618	1.03017	1.90259	14.4332	65.7191	2165.15
29	102	1.0773	1.02536	1.90768	14.3898	65.1838	2161.11
30	102	1.09332	1.0204	1.91317	14.3379	64.6114	2156.76
31	102	1.10908	1.01553	1.91845	14.2905	64.0649	2152.58
32	102	1.12493	1.01066	1.92379	14.2417	63.5158	2148.35
33	102	1.14131	1.00563	1.92954	14.1842	62.9305	2143.81
34	102	1.15789	1.00056	1.93543	14.1234	62.3349	2139.16
35	102	1.17378	0.995714	1.9408	14.0741	61.7974	2134.93
36	102	1.19034	0.990677	1.94668	14.0134	61.2131	2130.3
37	102	1.20728	0.985538	1.95286	13.9462	60.6048	2125.45
38	102	1.22427	0.980397	1.95907	13.8779	59.9979	2120.57
39	102	1.24054	0.975485	1.96475	13.8212	59.4486	2116.12
40	102	1.25748	0.970387	1.97095	13.7529	58.8545	2111.27
41	102	1.27477	0.965194	1.97743	13.6783	58.2388	2106.2
42	102	1.29224	0.959957	1.98407	13.5998	57.6141	2101.02
43	102	1.30899	0.954948	1.99017	13.5325	57.0453	2096.26
44	102	1.32595	0.949888	1.99647	13.4608	56.4643	2091.36
45	102	1.34336	0.944702	2.00313	13.3806	55.8549	2086.19
46	102	1.361	0.939461	2.00999	13.2957	55.234	2080.87
47	102	1.37871	0.934204	2.01695	13.2082	54.6107	2075.48
48	102	1.3956	0.929202	2.02332	13.1327	54.0462	2070.56
49	102	1.41273	0.924137	2.02991	13.0518	53.4671	2065.47
50	102	1.43026	0.918961	2.03686	12.9626	52.8634	2060.12
51	102	1.44795	0.913743	2.04397	12.8692	52.2517	2054.65
52	102	1.46566	0.908525	2.05116	12.7734	51.6406	2049.13
53	102	1.48318	0.90337	2.05825	12.6788	51.0438	2043.7
54	102	1.49974	0.898504	2.0647	12.5967	50.5064	2038.76
55	102	1.50269	0.897635	2.06652	12.5617	50.3563	2037.37
56	102	1.50828	0.895994	2.06937	12.5132	50.1213	2035.2
57	102	1.51729	0.893344	2.07317	12.4595	49.8098	2032.3
58	102	1.53044	0.889479	2.07845	12.389	49.3797	2028.28
59	102	1.54803	0.884314	2.08544	12.2965	48.8154	2022.96
60	102	1.56995	0.877885	2.09406	12.1836	48.1276	2016.41
61	102	1.59634	0.870152	2.10446	12.0471	47.3111	2008.55
62	102	1.6277	0.860972	2.117	11.8782	46.3431	1999.08
63	102	1.66557	0.849889	2.13285	11.6516	45.1464	1987.17
64	102	1.68704	0.843605	2.14236	11.5063	44.442	1980.04
65	102	1.71412	0.835671	2.15515	11.2981	43.5115	1970.5
66	102	1.74913	0.825379	2.17307	10.9855	42.2395	1957.19
67	102	1.7809	0.816011	2.18718	10.7637	41.262	1946.74
68	102	1.80927	0.807625	2.201	10.5281	40.3262	1936.57
69	102	1.84522	0.796966	2.21697	10.2732	39.2697	1924.86
70	102	1.87081	0.789353	2.22919	10.0653	38.4792	1915.94
71	102	1.91089	0.777391	2.24697	9.77755	37.3565	1903.02
72	102	1.93434	0.770368	2.25793	9.59156	36.6802	1895.09
73	102	1.95464	0.764273	2.26683	9.44696	36.1395	1888.67
74	102	1.98045	0.756502	2.27881	9.24269	35.4238	1880.06
75	102	2.00074	0.750372	2.2878	9.09402	34.8962	1873.63
76	102	2.02244	0.7438	2.29778	8.92325	34.3187	1866.5
77	102	2.05115	0.735076	2.31053	8.70942	33.5949	1857.43
78	102	2.07196	0.72873	2.31997	8.54778	33.0684	1850.74
79	102	2.09167	0.722699	2.32869	8.40052	32.5895	1844.58
80	102	2.12637	0.712043	2.3443	8.1318	31.7485	1833.6
81	102	2.14588	0.706025	2.35292	7.98424	31.2931	1827.56
82	102	2.16576	0.699871	2.36182	7.82999	30.8299	1821.34
83	102	2.18503	0.69389	2.3703	7.68383	30.3946	1815.43
84	102	2.20484	0.687722	2.3791	7.53065	29.9494	1809.33
85	102	2.22399	0.68174	2.3875	7.38474	29.5303	1803.51
86	102	2.24326	0.675698	2.39599	7.23604	29.1122	1797.64
87	102	2.26223	0.669732	2.40428	7.09117	28.7101	1791.94
88	102	2.28737	0.661795	2.41527	6.8976	28.1848	1784.4
89	102	2.3062	0.655825	2.42344	6.75352	27.8004	1778.81
90	102	2.32504	0.649831	2.43162	6.60864	27.421	1773.23
91	102	2.34371	0.64387	2.43968	6.4658	27.0523	1767.76
92	102	2.37432	0.634057	2.45284	6.23102	26.4601	1758.84
93	102	2.39286	0.628081	2.46077	6.08925	26.1098	1753.49
94	102	2.41139	0.622089	2.46867	5.94735	25.7652	1748.18
95	102	2.42982	0.61611	2.47648	5.80679	25.4289	1742.94
96	102	2.46606	0.604287	2.49176	5.53019	24.7833	1732.73
97	102	2.48438	0.598277	2.49943	5.39088	24.4657	1727.63
98	102	2.50269	0.592248	2.50707	5.25151	24.1532	1722.57
99	102	2.52092	0.586223	2.51462	5.1133	23.848	1717.57
100	102	2.53915	0.580177	2.52215	4.97509	23.5478	1712.61
101	102	2.563	0.572228	2.53193	4.79484	23.1633	1706.18
102	102	2.58118	0.566145	2.53934	4.65766	22.8761	1701.32
103	102	2.59931	0.560055	2.54668	4.52127	22.5949	1696.52
104	102	2.61743	0.553946	2.55397	4.38522	22.319	1691.76
105	102	2.63551	0.547827	2.56121	4.24985	22.0488	1687.06
106	102	2.66567	0.537569	2.57317	4.02481	21.609	1679.32
107	102	2.68373	0.531393	2.58027	3.89061	21.3522	1674.74
108	102	2.70178	0.525195	2.58732	3.75679	21.1003	1670.2
109	102	2.71981	0.518984	2.5943	3.62374	20.8537	1665.72
110	102	2.73782	0.51275	2.60122	3.49112	20.6119	1661.29
111	102	2.75582	0.506499	2.60808	3.35924	20.3752	1656.91
112	102	2.77454	0.499972	2.61515	3.22258	20.1339	1652.41
113	102	2.79256	0.493665	2.6219	3.09166	19.9065	1648.13
114	102	2.81057	0.487336	2.62857	2.9614	19.6839	1643.9
115	102	2.82857	0.480985	2.63518	2.83189	19.4661	1639.72
116	102	2.84656	0.474612	2.64172	2.70309	19.2529	1635.6
117	102	2.86455	0.468216	2.64818	2.57509	19.0445	1631.54
118	102	2.8902	0.459049	2.65727	2.39387	18.7553	1625.85
119	102	2.90821	0.452583	2.66355	2.26771	18.5579	1621.92
120	102	2.92622	0.446092	2.66976	2.14246	18.3651	1618.06
121	102	2.94423	0.439578	2.67587	2.01831	18.1772	1614.26
122	102	2.96223	0.43304	2.68189	1.89522	17.9939	1610.53
123	102	2.98023	0.426477	2.68781	1.77333	17.8154	1606.86
124	102	3.01316	0.414401	2.69838	1.55358	17.5011	1600.34
125	102	3.03118	0.40776	2.70401	1.43547	17.3362	1596.89
126	102	3.04921	0.401091	2.70952	1.31878	17.176	1593.5
127	102	3.06721	0.394406	2.7149	1.20414	17.0213	1590.21
128	102	3.08521	0.387695	2.72015	1.09129	16.8717	1587.01
129	102	3.10319	0.380968	2.72525	0.98079	16.7276	1583.9
130	102	3.12116	0.37422	2.73019	0.87257	16.589	1580.89
131	102	3.14366	0.365739	2.73615	0.740869	16.4235	1577.28
132	102	3.16161	0.358946	2.74071	0.639043	16.2982	1574.52
133	102	3.17952	0.352145	2.74506	0.540813	16.1793	1571.89
134	102	3.19739	0.345339	2.74919	0.446582	16.0674	1569.4
135	102	3.2152	0.338535	2.75307	0.356986	15.9628	1567.06
136	102	3.23292	0.331741	2.75668	0.272703	15.8662	1564.89
137	102	3.25055	0.324967	2.75998	0.194641	15.7784	1562.9
138	102	3.28014	0.313556	2.76475	0.0799808	15.6524	1560.04
139	102	3.29729	0.306923	2.76695	0.0259579	15.5946	1558.72
140	102	3.31358	0.300615	2.768	0	15.5672	1558.1
141	102	3.31788	0.29895	2.768	0	15.5672	1558.1
142	102	3.36932	0.27902	2.768	0	15.5672	1558.1
143	102	3.42076	0.25909	2.768	0	15.5672	1558.1
144	102	3.4722	0.23916	2.768	0	15.5672	1558.1
145	102	3.52364	0.21923	2.768	0	15.5672	1558.1
146	102	3.57508	0.1993	2.768	0	15.5672	1558.1
147	102	3.62652	0.17937	2.768	0	15.5672	1558.1
148	102	3.67796	0.15944	2.768	0	15.5672	1558.1
149	102	3.7294	0.13951	2.768	0	15.5672	1558.1
150	102	3.78084	0.11958	2.768	0	15.5672	1558.1
151	102	3.83228	0.0996499	2.768	0	15.5672	1558.1
152	102	3.88372	0.0797199	2.768	0	15.5672	1558.1
153	102	3.93516	0.0597899	2.768	0	15.5672	1558.1
154	102	3.98661	0.03986	2.768	0	15.5672	1558.1
155	102	4.03805	0.01993	2.768	0	15.5672	1558.1
156	102	4.08949	0	2.768	0	15.5672	1558.1

0	103	0.716724	1.17524	1.79391	15.4147	78.1212	2252.38
1	103	0.7291	1.17111	1.79751	15.3931	77.6799	2249.46
2	103	0.742369	1.1667	1.80139	15.369	77.2054	2246.32
3	103	0.755805	1.16225	1.80536	15.3436	76.7236	2243.11
4	103	0.769407	1.15777	1.80941	15.3167	76.2344	2239.83
5	103	0.783177	1.15324	1.81355	15.2885	75.7379	2236.49
6	103	0.797113	1.14867	1.81777	15.2587	75.2339	2233.08
7	103	0.811216	1.14406	1.82208	15.2275	74.7227	2229.6
8	103	0.825486	1.13942	1.82647	15.1946	74.204	2226.06
9	103	0.839923	1.13474	1.83096	15.1601	73.6781	2222.44
10	103	0.854526	1.13001	1.83554	15.124	73.1447	2218.76
11	103	0.869296	1.12526	1.84021	15.0861	72.6042	2215
12	103	0.884233	1.12046	1.84498	15.0464	72.0564	2211.17
13	103	0.899336	1.11563	1.84984	15.0049	71.5014	2207.27
14	103	0.914606	1.11076	1.85479	14.9615	70.9394	2203.3
15	103	0.930041	1.10585	1.85985	14.9162	70.3704	2199.25
16	103	0.945641	1.1009	1.865	14.8689	69.7946	2195.12
17	103	0.961406	1.09592	1.87025	14.8197	69.2121	2190.92
18	103	0.977334	1.09091	1.8756	14.7684	68.6231	2186.65
19	103	0.993425	1.08586	1.88105	14.7151	68.0277	2182.3
20	103	1.00968	1.08077	1.8866	14.6596	67.4261	2177.88
21	103	1.02555	1.07582	1.8918	14.6125	66.8668	2173.74
22	103	1.0411	1.07099	1.89672	14.5715	66.3407	2169.82
23	103	1.05617	1.06632	1.90134	14.5369	65.8513	2166.15
24	103	1.07183	1.06148	1.90643	14.4916	65.3154	2162.11
25	103	1.08736	1.05669	1.91142	14.4485	64.7937	2158.15
26	103	1.10299	1.05189	1.91648	14.4037	64.2678	2154.14
27	103	1.11915	1.04694	1.92194	14.3503	63.7054	2149.82
28	103	1.13505	1.04209	1.9272	14.3015	63.1686	2145.66
29	103	1.15105	1.03722	1.93251	14.2512	62.6292	2141.46
30	103	1.16758	1.0322	1.93823	14.1923	62.0542	2136.96
31	103	1.18431	1.02713	1.9441	14.13	61.4691	2132.34
32	103	1.20034	1.02229	1.94943	14.0792	60.9412	2128.14
33	103	1.21706	1.01726	1.95528	14.0171	60.3672	2123.54
34	103	1.23416	1.01212	1.96143	13.9485	59.7698	2118.72
35	103	1.25132	1.00698	1.96761	13.8788	59.1737	2113.88
36	103	1.26774	1.00207	1.97326	13.8205	58.6343	2109.46
37	103	1.28484	0.996965	1.97942	13.7508	58.0508	2104.65
38	103	1.3023	0.991767	1.98587	13.6748	57.4461	2099.62
39	103	1.31995	0.986523	1.99247	13.5949	56.8326	2094.47
40	103	1.33686	0.98151	1.99854	13.5262	56.2741	2089.75
41	103	1.35398	0.976443	2.0048	13.4531	55.7036	2084.89
42	103	1.37158	0.971247	2.01143	13.3716	55.1052	2079.76
43	103	1.38939	0.965995	2.01825	13.2854	54.4955	2074.48
44	103	1.40729	0.960724	2.02516	13.1965	53.8835	2069.13
45	103	1.42435	0.955711	2.03149	13.1197	53.3292	2064.25
46	103	1.44165	0.950633	2.03805	13.0374	52.7606	2059.2
47	103	1.45936	0.94544	2.04495	12.947	52.1679	2053.89
48	103	1.47724	0.940204	2.05203	12.8523	51.5672	2048.47
49	103	1.49515	0.934965	2.05917	12.7553	50.9672	2043
50	103	1.51286	0.92979	2.06622	12.6595	50.3813	2037.61
51	103	1.52958	0.924906	2.07263	12.5762	49.8537	2032.71
52	103	1.53259	0.924028	2.07443	12.5412	49.7061	2031.34
53	103	1.53826	0.922373	2.07727	12.4927	49.4754	2029.18
54	103	1.54738	0.919709	2.08104	12.4384	49.1695	2026.3
55	103	1.56067	0.915828	2.08629	12.367	48.7472	2022.32
56	103	1.57845	0.91064	2.09324	12.2733	48.1932	2017.04
57	103	1.60059	0.904183	2.10181	12.1588	47.518	2010.55
58	103	1.62725	0.896414	2.11213	12.0203	46.7164	2002.75
59	103	1.65894	0.887187	2.12459	11.8492	45.7661	1993.37
60	103	1.69725	0.876036	2.14033	11.6204	44.5912	1981.56
61	103	1.71898	0.869707	2.14979	11.474	43.8996	1974.5
62	103	1.74641	0.861704	2.16249	11.2649	42.9859	1965.03
63	103	1.78194	0.851304	2.18029	10.9517	41.7367	1951.84
64	103	1.8141	0.84186	2.19431	10.7285	40.7769	1941.49
65	103	1.84287	0.833388	2.20803	10.4922	39.8577	1931.41
66	103	1.87926	0.822636	2.22389	10.2359	38.8203	1919.8
67	103	1.9052	0.814944	2.23602	10.0273	38.0439	1910.96
68	103	1.94578	0.802869	2.25367	9.73815	36.9415	1898.17
69	103	1.96954	0.795773	2.26455	9.55159	36.2772	1890.32
70	103	1.99009	0.789619	2.27339	9.40626	35.7463	1883.96
71	103	2.01624	0.781764	2.28528	9.2014	35.0434	1875.43
72	103	2.03679	0.775571	2.29419	9.0521	34.5253	1869.06
73	103	2.05878	0.768926	2.3041	8.88085	33.9581	1862
74	103	2.08785	0.760109	2.31675	8.66625	33.2473	1853.02
75	103	2.10893	0.753692	2.32612	8.50416	32.7302	1846.4
76	103	2.1289	0.747595	2.33476	8.35641	32.2599	1840.31
77	103	2.16405	0.736816	2.35024	8.08702	31.4339	1829.43
78	103	2.1838	0.73073	2.35879	7.93906	30.9868	1823.46
79	103	2.20395	0.724504	2.36761	7.78448	30.5318	1817.3
80	103	2.22347	0.718453	2.37602	7.63797	30.1043	1811.46
81	103	2.24353	0.712211	2.38474	7.48448	29.6672	1805.42
82	103	2.26292	0.706159	2.39307	7.33828	29.2555	1799.66
83	103	2.28245	0.700044	2.40149	7.18933	28.8449	1793.86
84	103	2.30166	0.694006	2.40969	7.04421	28.45	1788.22
85	103	2.32712	0.685971	2.42059	6.85038	27.9342	1780.76
86	103	2.3462	0.679928	2.42869	6.7061	27.5567	1775.23
87	103	2.36528	0.67386	2.43679	6.56107	27.1841	1769.72
88	103	2.3842	0.667824	2.44476	6.41809	26.822	1764.31
89	103	2.41519	0.657887	2.4578	6.18315	26.2405	1755.5
90	103	2.43398	0.651836	2.46564	6.04131	25.8966	1750.21
91	103	2.45275	0.645768	2.47347	5.89938	25.5581	1744.96
92	103	2.47141	0.639712	2.48119	5.7588	25.228	1739.78
93	103	2.50811	0.627737	2.49632	5.48225	24.5941	1729.7
94	103	2.52666	0.62165	2.5039	5.34301	24.2822	1724.66
95	103	2.54521	0.615541	2.51145	5.20373	23.9754	1719.66
96	103	2.56367	0.609438	2.51892	5.06565	23.6758	1714.73
97	103	2.58213	0.603313	2.52636	4.92759	23.3811	1709.83
98	103	2.60629	0.59526	2.53603	4.74759	23.0037	1703.48
99	103	2.6247	0.589097	2.54335	4.61064	22.7218	1698.69
100	103	2.64307	0.582927	2.55061	4.47451	22.4459	1693.96
101	103	2.66141	0.576738	2.55782	4.33875	22.1751	1689.27
102	103	2.67972	0.570538	2.56496	4.20371	21.9098	1684.63
103	103	2.71025	0.560144	2.57677	3.97929	21.4783	1676.99
104	103	2.72854	0.553886	2.58378	3.84552	21.2264	1672.48
105	103	2.74682	0.547607	2.59073	3.71216	20.9792	1668.01
106	103	2.76507	0.541313	2.59762	3.57961	20.7373	1663.59
107	103	2.78331	0.534997	2.60445	3.44754	20.5001	1659.23
108	103	2.80153	0.528664	2.61121	3.31624	20.268	1654.92
109	103	2.82048	0.522051	2.61818	3.18024	20.0314	1650.48
110	103	2.83872	0.515661	2.62483	3.05	19.8084	1646.27
111	103	2.85695	0.509249	2.63141	2.92047	19.5901	1642.1
112	103	2.87517	0.502815	2.63792	2.79172	19.3766	1638
113	103	2.89338	0.496359	2.64435	2.66375	19.1678	1633.95
114	103	2.91158	0.48988	2.65071	2.53662	18.9636	1629.95
115	103	2.93754	0.480596	2.65965	2.35675	18.6802	1624.36
116	103	2.95577	0.474047	2.66583	2.2316	18.4868	1620.5
117	103	2.97399	0.467473	2.67193	2.10741	18.298	1616.71
118	103	2.99221	0.460877	2.67793	1.98439	18.114	1612.98
119	103	3.01042	0.454257	2.68385	1.86249	17.9346	1609.31
120	103	3.02862	0.447613	2.68966	1.74185	17.76	1605.72
121	103	3.06194	0.43539	2.70003	1.52455	17.4526	1599.33
122	103	3.08015	0.428669	2.70555	1.40788	17.2913	1595.94
123	103	3.09838	0.421921	2.71095	1.29269	17.1348	1592.63
124	103	3.11658	0.415158	2.71622	1.17962	16.9836	1589.41
125	103	3.13477	0.40837	2.72136	1.0684	16.8374	1586.27
126	103	3.15294	0.401568	2.72634	0.959602	16.6968	1583.23
127	103	3.1711	0.394746	2.73118	0.853143	16.5615	1580.29
128	103	3.19382	0.386175	2.737	0.723732	16.4001	1576.76
129	103	3.21195	0.379312	2.74145	0.623796	16.2779	1574.07
130	103	3.23003	0.372443	2.74569	0.527499	16.1621	1571.51
131	103	3.24806	0.365573	2.74972	0.435233	16.0531	1569.08
132	103	3.26602	0.358708	2.7535	0.347618	15.9514	1566.8
133	103	3.28389	0.351856	2.75701	0.26531	15.8574	1564.69
134	103	3.30165	0.345029	2.76022	0.189188	15.7721	1562.76
135	103	3.33144	0.33354	2.76485	0.0776105	15.6498	1559.98
136	103	3.34869	0.326871	2.76699	0.025164	15.5937	1558.71
137	103	3.36502	0.320545	2.768	0	15.5672	1558.1
138	103	3.36932	0.31888	2.768	0	15.5672	1558.1
139	103	3.42076	0.29895	2.768	0	15.5672	1558.1
140	103	3.4722	0.27902	2.768	0	15.5672	1558.1
141	103	3.52364	0.25909	2.768	0	15.5672	1558.1
142	103	3.57508	0.23916	2.768	0	15.5672	1558.1
143	103	3.62652	0.21923	2.768	0	15.5672	1558.1
144	103	3.67796	0.1993	2.768	0	15.5672	1558.1
145	103	3.7294	0.17937	2.768	0	15.5672	1558.1
146	103	3.78084	0.15944	2.768	0	15.5672	1558.1
147	103	3.83228	0.13951	2.768	0	15.5672	1558.1
148	103	3.88372	0.11958	2.768	0	15.5672	1558.1
149	103	3.93516	0.0996499	2.768	0	15.5672	1558.1
150	103	3.98661	0.0797199	2.768	0	15.5672	1558.1
151	103	4.03805	0.0597899	2.768	0	15.5672	1558.1
152	103	4.08949	0.03986	2.768	0	15.5672	1558.1
153	103	4.14093	0.01993	2.768	0	15.5672	1558.1
154	103	4.19237	0	2.768	0	15.5672	1558.1

0	104	0.772459	1.1906	1.81245	15.394	75.8689	2237.37
1	104	0.778737	1.18855	1.81429	15.3816	75.6494	2235.89
2	104	0.79245	1.18408	1.81832	15.3536	75.1681	2232.63
3	104	0.806333	1.17957	1.82244	15.3241	74.6795	2229.31
4	104	0.820384	1.17503	1.82665	15.2931	74.1838	2225.92
5	104	0.834604	1.17044	1.83094	15.2606	73.6808	2222.46
6	104	0.848994	1.16582	1.83532	15.2265	73.1706	2218.94
7	104	0.863552	1.16115	1.83979	15.1907	72.6531	2215.34
8	104	0.87828	1.15645	1.84435	15.1533	72.1285	2211.68
9	104	0.893177	1.15171	1.849	15.1141	71.5968	2207.94
10	104	0.908243	1.14693	1.85374	15.0731	71.058	2204.14
11	104	0.923478	1.14212	1.85858	15.0303	70.5122	2200.26
12	104	0.938882	1.13726	1.86352	14.9856	69.9595	2196.31
13	104	0.954454	1.13237	1.86855	14.939	69.3999	2192.28
14	104	0.970193	1.12744	1.87368	14.8905	68.8337	2188.18
15	104	0.9861	1.12247	1.87891	14.84	68.2609	2184.01
16	104	1.00217	1.11747	1.88423	14.7874	67.6817	2179.76
17	104	1.01841	1.11243	1.88966	14.7328	67.0963	2175.44
18	104	1.03482	1.10735	1.89518	14.676	66.5047	2171.04
19	104	1.05083	1.10241	1.90036	14.6275	65.9549	2166.93
20	104	1.0665	1.09759	1.90526	14.5851	65.4377	2163.03
21	104	1.08169	1.09293	1.90985	14.5491	64.9567	2159.39
22	104	1.09749	1.0881	1.91492	14.5025	64.4298	2155.38
23	104	1.11315	1.08333	1.91988	14.458	63.9171	2151.45
24	104	1.12891	1.07853	1.92492	14.4118	63.4002	2147.46
25	104	1.14522	1.07359	1.93036	14.357	62.8475	2143.17
26	104	1.16126	1.06874	1.93558	14.3068	62.3198	2139.04
27	104	1.17739	1.06388	1.94088	14.2551	61.7897	2134.87
28	104	1.19407	1.05886	1.94656	14.1948	61.2246	2130.4
29	104	1.21096	1.05379	1.9524	14.1312	60.6497	2125.81
30	104	1.22713	1.04896	1.95771	14.0789	60.1309	2121.64
31	104	1.244	1.04392	1.96352	14.0155	59.5669	2117.08
32	104	1.26127	1.03878	1.96964	13.9455	58.9798	2112.29
33	104	1.27859	1.03363	1.97579	13.8745	58.3941	2107.48
34	104	1.29515	1.02872	1.9814	13.8149	57.8641	2103.1
35	104	1.31241	1.02361	1.98753	13.7439	57.2908	2098.32
36	104	1.33004	1.01841	1.99394	13.6665	56.6967	2093.33
37	104	1.34787	1.01316	2.00051	13.5854	56.0939	2088.22
38	104	1.36494	1.00814	2.00655	13.5153	55.5451	2083.54
39	104	1.38223	1.00306	2.01277	13.4409	54.9847	2078.72
40	104	1.39999	0.997851	2.01936	13.3581	54.3967	2073.62
41	104	1.41799	0.992584	2.02614	13.2707	53.7977	2068.38
42	104	1.43608	0.987297	2.03302	13.1806	53.1964	2063.07
43	104	1.45329	0.982272	2.03931	13.1025	52.652	2058.23
44	104	1.47077	0.977178	2.04583	13.019	52.0933	2053.22
45	104	1.48867	0.971965	2.05269	12.9274	51.511	2047.96
46	104	1.50674	0.966709	2.05972	12.8316	50.921	2042.57
