i	j	x,in	r,in	mach	theta	pres,psi	temp,R	Density,slug/ft3	massflow
49	92	0.712431	0.819743	1.74527	13.8924	84.3078	2291.93	0.00200906	5.12423
50	92	0.726605	0.814297	1.75078	13.8603	83.5866	2287.44	0.00199579	5.02669
51	92	0.74091	0.808827	1.7564	13.8263	82.8568	2282.86	0.00198233	4.9297
52	92	0.755347	0.803334	1.76212	13.7902	82.1185	2278.2	0.00196869	4.8333
53	92	0.769534	0.797962	1.76748	13.7634	81.432	2273.84	0.00195598	4.73999
54	92	0.783491	0.792703	1.77256	13.7436	80.786	2269.7	0.00194399	4.64951
55	92	0.797085	0.787606	1.77733	13.7307	80.1846	2265.83	0.00193282	4.5626
56	92	0.811113	0.782372	1.78259	13.7065	79.5245	2261.56	0.00192053	4.47419
57	92	0.825046	0.777198	1.78776	13.6847	78.8814	2257.36	0.00190854	4.38763
58	92	0.839063	0.772018	1.79301	13.6614	78.2322	2253.11	0.00189641	4.30181
59	92	0.853475	0.766717	1.79868	13.6291	77.5368	2248.51	0.00188339	4.21488
60	92	0.867704	0.761509	1.80413	13.6019	76.8723	2244.1	0.00187092	4.13035
61	92	0.882009	0.756298	1.80966	13.5734	76.2039	2239.62	0.00185836	4.04663
62	92	0.896715	0.750966	1.81562	13.5358	75.4903	2234.82	0.00184492	3.9619
63	92	0.91158	0.745603	1.82173	13.4948	74.7633	2229.88	0.00183119	3.87763
64	92	0.925932	0.740448	1.8273	13.4663	74.1068	2225.39	0.00181878	3.79753
65	92	0.940793	0.735136	1.83341	13.426	73.3921	2220.47	0.00180523	3.7159
66	92	0.955945	0.729744	1.83984	13.3788	72.6472	2215.3	0.00179107	3.63404
67	92	0.971137	0.724363	1.84631	13.3306	71.9033	2210.1	0.00177691	3.55334
68	92	0.985789	0.719197	1.85223	13.2948	71.2295	2205.35	0.00176405	3.47678
69	92	1.00094	0.713878	1.8587	13.247	70.4997	2200.17	0.00175008	3.39891
70	92	1.01636	0.70849	1.86547	13.1924	69.7426	2194.75	0.00173557	3.32103
71	92	1.03192	0.703076	1.87241	13.1339	68.9738	2189.2	0.00172079	3.24382
72	92	1.04693	0.697877	1.8788	13.0874	68.2731	2184.1	0.00170728	3.17064
73	92	1.06209	0.692646	1.88539	13.0362	67.5568	2178.84	0.00169345	3.09797
74	92	1.07759	0.687321	1.89238	12.9761	66.8046	2173.27	0.00167888	3.02497
75	92	1.09325	0.681963	1.89958	12.911	66.0376	2167.55	0.00166399	2.95256
76	92	1.10897	0.676607	1.90689	12.843	65.267	2161.74	0.00164899	2.88123
77	92	1.12404	0.671489	1.91358	12.788	64.5684	2156.44	0.00163535	2.81403
78	92	1.13929	0.666333	1.92052	12.727	63.8511	2150.94	0.00162132	2.74727
79	92	1.15483	0.661097	1.92784	12.6572	63.1029	2145.15	0.00160664	2.68046
80	92	1.17047	0.655844	1.93534	12.5828	62.3441	2139.23	0.00159171	2.61444
81	92	1.18612	0.650608	1.94292	12.5059	61.5856	2133.26	0.00157675	2.54967
82	92	1.2016	0.645446	1.95042	12.4299	60.8443	2127.37	0.00156209	2.4868
83	92	1.21633	0.640552	1.95724	12.3672	60.1762	2122.01	0.00154884	2.4281
84	92	1.21871	0.639759	1.95916	12.3316	59.9897	2120.5	0.00154513	2.41869
85	92	1.22343	0.638193	1.96217	12.2855	59.6978	2118.14	0.00153933	2.40017
86	92	1.23135	0.635569	1.96619	12.2405	59.3105	2114.99	0.00153162	2.36939
87	92	1.24299	0.631717	1.97178	12.1843	58.7753	2110.62	0.00152094	2.32465
88	92	1.25859	0.626569	1.97919	12.1116	58.0726	2104.83	0.0015069	2.26571
89	92	1.27806	0.620167	1.98834	12.0239	57.2155	2097.69	0.00148971	2.1937
90	92	1.30151	0.612487	1.99939	11.918	56.1968	2089.1	0.0014692	2.10921
91	92	1.32931	0.603426	2.01273	11.7846	54.9877	2078.74	0.00144475	2.01217
92	92	1.36265	0.592618	2.02963	11.5969	53.4915	2065.68	0.00141432	1.90025
93	92	1.38135	0.586578	2.03979	11.4703	52.6103	2057.86	0.00139631	1.83958
94	92	1.40462	0.579072	2.05346	11.2803	51.4463	2047.37	0.00137242	1.76622
95	92	1.43418	0.569546	2.0726	10.9816	49.8558	2032.73	0.00133956	1.67658
96	92	1.46179	0.560653	2.08773	10.7855	48.6319	2021.22	0.00131412	1.59621
97	92	1.48597	0.552874	2.10255	10.5644	47.4603	2009.99	0.00128963	1.52837
98	92	1.51719	0.542837	2.11971	10.3373	46.1364	1997.04	0.00126178	1.44419
99	92	1.53908	0.535803	2.13286	10.1432	45.1455	1987.16	0.00124082	1.38736
100	92	1.57387	0.524627	2.15203	9.88537	43.7372	1972.83	0.00121085	1.30064
101	92	1.59399	0.518164	2.16387	9.71277	42.8884	1964.01	0.00119268	1.25242
102	92	1.61163	0.512495	2.1735	9.58337	42.2094	1956.87	0.00117808	1.21129
103	92	1.63379	0.505374	2.18647	9.39366	41.3106	1947.27	0.00115868	1.16111
104	92	1.65138	0.499717	2.19622	9.25905	40.6475	1940.08	0.00114431	1.12241
105	92	1.67004	0.493716	2.20707	9.10047	39.9216	1932.11	0.00112851	1.08247
106	92	1.69488	0.485717	2.22094	8.90538	39.0113	1921.96	0.0011086	1.03097
107	92	1.7128	0.479941	2.23123	8.75561	38.3488	1914.45	0.00109405	0.99498
108	92	1.72987	0.474436	2.24075	8.62088	37.746	1907.53	0.00108075	0.9616
109	92	1.75977	0.464777	2.25782	8.37159	36.6867	1895.17	0.00105728	0.905151
110	92	1.77664	0.459321	2.26727	8.23562	36.1129	1888.36	0.00104449	0.874427
111	92	1.79378	0.453768	2.27704	8.09209	35.5288	1881.34	0.00103144	0.844004
112	92	1.81044	0.448365	2.28637	7.95698	34.9798	1874.65	0.00101912	0.815199
113	92	1.82752	0.442817	2.29606	7.81425	34.4181	1867.73	0.00100647	0.786424
114	92	1.84406	0.437436	2.30532	7.67881	33.8889	1861.13	0.000994506	0.759278
115	92	1.8607	0.432019	2.31471	7.54001	33.3608	1854.47	0.000982527	0.73269
116	92	1.87709	0.426671	2.32389	7.40507	32.8527	1847.98	0.000970961	0.70716
117	92	1.89879	0.419577	2.33609	7.22397	32.1884	1839.37	0.000955779	0.674365
118	92	1.91506	0.414248	2.34518	7.08922	31.702	1832.99	0.000944617	0.650513
119	92	1.93133	0.408908	2.35429	6.95329	31.2216	1826.6	0.000933553	0.627275
120	92	1.94747	0.403602	2.36328	6.81928	30.7546	1820.33	0.000922761	0.604825
121	92	1.97391	0.394889	2.37801	6.59827	30.0038	1810.08	0.000905332	0.569305
122	92	1.98994	0.38959	2.38691	6.46466	29.5593	1803.91	0.000894965	0.548506
123	92	2.00596	0.384286	2.3958	6.33059	29.1216	1797.78	0.000884724	0.528274
124	92	2.0219	0.378999	2.4046	6.19768	28.6943	1791.72	0.000874691	0.508678
125	92	2.05323	0.368565	2.42189	5.93522	27.873	1779.87	0.000855311	0.471642
126	92	2.06908	0.363271	2.4306	5.80275	27.4684	1773.93	0.000845715	0.453651
127	92	2.08493	0.357966	2.43929	5.66985	27.07	1768.02	0.000836234	0.436151
128	92	2.10071	0.352669	2.44791	5.5379	26.6805	1762.18	0.000826936	0.419191
129	92	2.11649	0.347361	2.45652	5.40557	26.297	1756.36	0.000817751	0.402699
130	92	2.13715	0.340389	2.46775	5.23263	25.8052	1748.8	0.000805926	0.381782
131	92	2.1529	0.33506	2.47628	5.1006	25.4374	1743.07	0.000797049	0.366351
132	92	2.16861	0.329729	2.48476	4.96906	25.077	1737.4	0.000788321	0.351384
133	92	2.18432	0.324388	2.49322	4.83746	24.7228	1731.76	0.000779716	0.336847
134	92	2.19999	0.319041	2.50163	4.70619	24.3754	1726.17	0.000771249	0.322745
135	92	2.22615	0.310087	2.51559	4.48707	23.809	1716.93	0.000757385	0.300112
136	92	2.24183	0.304702	2.52392	4.35589	23.4776	1711.44	0.000749239	0.287071
137	92	2.2575	0.299302	2.53222	4.2246	23.1519	1705.98	0.000741207	0.274414
138	92	2.27315	0.293892	2.54046	4.09366	22.8326	1700.58	0.000733307	0.262147
139	92	2.28881	0.288467	2.54868	3.96262	22.5188	1695.21	0.00072552	0.250246
140	92	2.30446	0.283029	2.55685	3.83182	22.2111	1689.89	0.000717859	0.238714
141	92	2.32073	0.277354	2.56532	3.69568	21.8968	1684.4	0.000710008	0.227089
142	92	2.33641	0.271873	2.57342	3.56468	21.5999	1679.15	0.000702569	0.216249
143	92	2.35209	0.266374	2.58149	3.43372	21.3085	1673.95	0.000695244	0.205749
144	92	2.36776	0.260858	2.58951	3.30285	21.0226	1668.79	0.000688038	0.195584
145	92	2.38344	0.255323	2.59748	3.17201	20.7422	1663.68	0.000680945	0.185744
146	92	2.39912	0.24977	2.60541	3.04123	20.4672	1658.62	0.000673968	0.176224
147	92	2.42151	0.241812	2.61663	2.85469	20.084	1651.47	0.000664211	0.16318
148	92	2.43724	0.236198	2.62444	2.72377	19.8213	1646.51	0.0006575	0.154389
149	92	2.45298	0.230561	2.63221	2.59283	19.5639	1641.6	0.000650901	0.145896
150	92	2.46872	0.224903	2.6399	2.46206	19.3118	1636.75	0.000644422	0.137697
151	92	2.48448	0.219222	2.64754	2.3313	19.065	1631.94	0.000638058	0.129785
152	92	2.50024	0.213517	2.65511	2.20066	18.8236	1627.2	0.000631814	0.122155
153	92	2.52913	0.20301	2.66878	1.96178	18.3953	1618.67	0.000620694	0.108897
154	92	2.54496	0.197224	2.67614	1.83143	18.1688	1614.09	0.000614788	0.102023
155	92	2.56082	0.191409	2.68343	1.70101	17.9473	1609.57	0.000608999	0.0954083
156	92	2.57667	0.185571	2.6906	1.57127	17.732	1605.14	0.000603355	0.0890562
157	92	2.59255	0.179703	2.69767	1.44166	17.5222	1600.78	0.000597837	0.0829552
158	92	2.60844	0.17381	2.70461	1.31281	17.3185	1596.51	0.00059247	0.0771062
159	92	2.62435	0.167887	2.71144	1.18444	17.1209	1592.33	0.000587245	0.0715006
160	92	2.64431	0.160421	2.71977	1.02492	16.8824	1587.24	0.000580925	0.0648137
161	92	2.66028	0.154423	2.72625	0.898678	16.6995	1583.29	0.000576063	0.0597366
162	92	2.67627	0.148396	2.73252	0.774094	16.5241	1579.48	0.000571389	0.0548936
163	92	2.69227	0.142342	2.73858	0.651535	16.3567	1575.81	0.000566917	0.0502804
164	92	2.70827	0.136261	2.74437	0.531726	16.1981	1572.3	0.000562671	0.0458939
165	92	2.72429	0.130154	2.74986	0.415492	16.0492	1568.99	0.000558677	0.0417306
166	92	2.7403	0.124024	2.75499	0.304075	15.9114	1565.9	0.000554974	0.0377877
167	92	2.76748	0.113572	2.76262	0.131562	15.7086	1561.32	0.000549508	0.0315885
168	92	2.78346	0.107399	2.76627	0.0449611	15.6125	1559.13	0.000546912	0.0282246
169	92	2.79918	0.101316	2.76812	0	15.5641	1558.03	0.000545604	0.0251126
170	92	2.80348	0.0996499	2.768	0	15.5672	1558.1	0.000545686	0.0242934
171	92	2.85492	0.0797199	2.768	0	15.5672	1558.1	0.000545686	0.0155478
172	92	2.90636	0.0597899	2.768	0	15.5672	1558.1	0.000545686	0.00874563
173	92	2.9578	0.03986	2.768	0	15.5672	1558.1	0.000545686	0.00388695
174	92	3.00924	0.01993	2.768	0	15.5672	1558.1	0.000545686	0.000971737
175	92	3.06068	0	2.768	0	15.5672	1558.1	0.000545686	0

0	93	0.238071	1.04604	1.60538	14.2449	104.481	2407.06	0.0023707	9.71737
1	93	0.239974	1.04518	1.60576	14.2499	104.42	2406.74	0.00236964	9.69653
2	93	0.247288	1.04188	1.6073	14.2676	104.179	2405.47	0.00236541	9.61676
3	93	0.254787	1.03852	1.60893	14.284	103.923	2404.12	0.00236093	9.53545
4	93	0.262469	1.03508	1.61066	14.2993	103.652	2402.69	0.00235619	9.45265
5	93	0.270334	1.03157	1.61248	14.3134	103.368	2401.18	0.0023512	9.3684
6	93	0.278381	1.02799	1.61439	14.3265	103.07	2399.6	0.00234597	9.28276
7	93	0.286609	1.02434	1.6164	14.3385	102.759	2397.94	0.0023405	9.19577
8	93	0.295016	1.02063	1.61849	14.3494	102.434	2396.21	0.00233479	9.10749
9	93	0.303602	1.01684	1.62067	14.3594	102.097	2394.4	0.00232886	9.01798
10	93	0.312364	1.013	1.62294	14.3684	101.747	2392.53	0.0023227	8.92729
11	93	0.321301	1.00909	1.62529	14.3765	101.386	2390.58	0.00231633	8.83548
12	93	0.330411	1.00511	1.62773	14.3837	101.012	2388.57	0.00230975	8.7426
13	93	0.339693	1.00108	1.63025	14.3901	100.627	2386.48	0.00230295	8.64873
14	93	0.349144	0.996989	1.63285	14.3957	100.231	2384.33	0.00229595	8.5539
15	93	0.358763	0.992841	1.63553	14.4004	99.8242	2382.12	0.00228876	8.45819
16	93	0.368547	0.988636	1.63828	14.4044	99.4067	2379.84	0.00228137	8.36164
17	93	0.378496	0.984378	1.64112	14.4076	98.9789	2377.5	0.00227379	8.26432
18	93	0.388606	0.980066	1.64404	14.4101	98.5409	2375.09	0.00226602	8.16629
19	93	0.398877	0.975704	1.64703	14.4118	98.093	2372.62	0.00225807	8.06759
20	93	0.409307	0.971291	1.6501	14.4127	97.6353	2370.08	0.00224994	7.96828
21	93	0.419894	0.966831	1.65324	14.4129	97.1681	2367.49	0.00224163	7.86842
22	93	0.430636	0.962323	1.65647	14.4123	96.6913	2364.83	0.00223314	7.76806
23	93	0.441532	0.957769	1.65977	14.4109	96.2052	2362.11	0.00222447	7.66725
24	93	0.452581	0.953171	1.66315	14.4086	95.7098	2359.32	0.00221563	7.56603
25	93	0.463781	0.94853	1.6666	14.4056	95.2051	2356.48	0.00220661	7.46445
26	93	0.475131	0.943847	1.67014	14.4016	94.6912	2353.56	0.00219741	7.36257
27	93	0.486631	0.939122	1.67375	14.3968	94.168	2350.59	0.00218804	7.26043
28	93	0.498278	0.934358	1.67745	14.391	93.6356	2347.54	0.00217849	7.15806
29	93	0.510073	0.929554	1.68122	14.3841	93.094	2344.44	0.00216876	7.05552
30	93	0.522014	0.924713	1.68509	14.3762	92.5432	2341.26	0.00215885	6.95284
31	93	0.534101	0.919834	1.68903	14.3673	91.983	2338.01	0.00214876	6.85006
32	93	0.546332	0.914919	1.69306	14.3571	91.4136	2334.7	0.00213849	6.74723
33	93	0.558709	0.909969	1.69719	14.3457	90.8347	2331.31	0.00212804	6.64439
34	93	0.57123	0.904984	1.7014	14.3331	90.2465	2327.86	0.0021174	6.54156
35	93	0.583894	0.899965	1.7057	14.3191	89.6489	2324.32	0.00210657	6.43879
36	93	0.596701	0.894912	1.71009	14.3038	89.0418	2320.72	0.00209556	6.33612
37	93	0.609652	0.889828	1.71458	14.287	88.4253	2317.04	0.00208435	6.23358
38	93	0.622745	0.884711	1.71917	14.2687	87.7993	2313.28	0.00207296	6.1312
39	93	0.63598	0.879563	1.72385	14.2489	87.1639	2309.45	0.00206137	6.02904
40	93	0.649356	0.874385	1.72864	14.2274	86.5192	2305.53	0.0020496	5.92711
41	93	0.662874	0.869176	1.73352	14.2043	85.865	2301.54	0.00203763	5.82545
42	93	0.676532	0.863939	1.7385	14.1794	85.2017	2297.46	0.00202548	5.72411
43	93	0.69033	0.858673	1.74359	14.1528	84.5291	2293.31	0.00201313	5.62312
44	93	0.704268	0.853379	1.74878	14.1244	83.8475	2289.07	0.00200059	5.52251
45	93	0.718343	0.848058	1.75408	14.0941	83.157	2284.75	0.00198787	5.42232
46	93	0.732556	0.84271	1.75948	14.0619	82.4578	2280.35	0.00197496	5.32259
47	93	0.746906	0.837337	1.76499	14.0277	81.75	2275.86	0.00196187	5.22335
48	93	0.76139	0.831939	1.77061	13.9916	81.0337	2271.29	0.00194859	5.12464
49	93	0.776009	0.826517	1.77634	13.9534	80.3093	2266.63	0.00193514	5.0265
50	93	0.790366	0.821216	1.7817	13.9245	79.6358	2262.28	0.00192261	4.93152
51	93	0.804486	0.816029	1.78679	13.9023	79.0018	2258.15	0.00191078	4.83944
52	93	0.818231	0.811002	1.79155	13.8871	78.4116	2254.29	0.00189976	4.75101
53	93	0.832424	0.805836	1.79682	13.8605	77.7641	2250.02	0.00188765	4.66096
54	93	0.846519	0.80073	1.80198	13.8364	77.1334	2245.84	0.00187582	4.57279
55	93	0.8607	0.795617	1.80723	13.8107	76.4968	2241.59	0.00186387	4.48533
56	93	0.875289	0.790381	1.8129	13.776	75.8152	2237.01	0.00185104	4.39667
57	93	0.889687	0.785238	1.81836	13.7464	75.164	2232.61	0.00183876	4.31046
58	93	0.904163	0.78009	1.82388	13.7154	74.509	2228.15	0.00182639	4.22505
59	93	0.919053	0.774819	1.82983	13.6754	73.81	2223.35	0.00181315	4.13853
60	93	0.934105	0.769515	1.83594	13.632	73.098	2218.44	0.00179964	4.05244
61	93	0.948627	0.764421	1.8415	13.601	72.4551	2213.96	0.00178742	3.97065
62	93	0.963674	0.759166	1.84761	13.5581	71.7554	2209.06	0.00177409	3.88721
63	93	0.979022	0.753831	1.85402	13.5085	71.0263	2203.91	0.00176016	3.80348
64	93	0.99441	0.748504	1.86049	13.4578	70.2983	2198.73	0.00174623	3.72091
65	93	1.00924	0.743392	1.8664	13.4194	69.639	2194	0.00173358	3.6426
66	93	1.02459	0.738126	1.87285	13.369	68.925	2188.84	0.00171985	3.56287
67	93	1.04021	0.732787	1.87961	13.3119	68.1846	2183.45	0.00170558	3.48307
68	93	1.05598	0.72742	1.88653	13.2508	67.4328	2177.93	0.00169105	3.40392
69	93	1.07118	0.722269	1.89291	13.2017	66.7477	2172.85	0.00167778	3.32893
70	93	1.08654	0.717084	1.89948	13.1479	66.0474	2167.62	0.00166418	3.25441
71	93	1.10224	0.711802	1.90645	13.0852	65.3123	2162.09	0.00164987	3.17949
72	93	1.11812	0.706485	1.91363	13.0175	64.5629	2156.39	0.00163525	3.10514
73	93	1.13405	0.701168	1.92092	12.947	63.81	2150.62	0.00162051	3.03185
74	93	1.14932	0.69609	1.9276	12.8893	63.1276	2145.35	0.00160713	2.96283
75	93	1.16477	0.690971	1.93452	12.8257	62.427	2139.88	0.00159335	2.89421
76	93	1.18053	0.685768	1.94181	12.7535	61.6964	2134.14	0.00157894	2.82548
77	93	1.1964	0.680547	1.94929	12.6765	60.9556	2128.25	0.00156429	2.75753
78	93	1.21227	0.67534	1.95684	12.5971	60.2152	2122.32	0.00154961	2.69083
79	93	1.22797	0.670205	1.9643	12.5186	59.4917	2116.47	0.00153523	2.62606
80	93	1.24289	0.66534	1.9711	12.4534	58.8396	2111.15	0.00152223	2.56561
81	93	1.24534	0.664543	1.97301	12.4178	58.6578	2109.65	0.0015186	2.5558
82	93	1.25015	0.662976	1.97601	12.3713	58.3731	2107.31	0.00151291	2.53661
83	93	1.25818	0.660363	1.98001	12.3252	57.9952	2104.19	0.00150534	2.50485
84	93	1.26999	0.65653	1.98558	12.267	57.473	2099.84	0.00149488	2.45873
85	93	1.2858	0.651407	1.99296	12.1916	56.7875	2094.09	0.0014811	2.39794
86	93	1.30554	0.645034	2.00207	12.1005	55.9514	2087.01	0.00146425	2.32365
87	93	1.32931	0.637388	2.01307	11.9904	54.9579	2078.48	0.00144415	2.23645
88	93	1.3575	0.628361	2.02635	11.8521	53.779	2068.21	0.00142019	2.1362
89	93	1.39132	0.617578	2.04317	11.6589	52.3207	2055.27	0.00139038	2.02038
90	93	1.41032	0.611542	2.05327	11.5296	51.4622	2047.51	0.00137274	1.95749
91	93	1.434	0.604027	2.06686	11.337	50.3283	2037.12	0.00134935	1.88127
92	93	1.46413	0.594465	2.08589	11.0361	48.7792	2022.62	0.00131719	1.78787
93	93	1.49219	0.585564	2.10092	10.8362	47.5871	2011.22	0.00129228	1.70435
94	93	1.51682	0.577756	2.11565	10.6128	46.4462	2000.1	0.00126831	1.63364
95	93	1.54854	0.567701	2.1327	10.3816	45.1571	1987.28	0.00124107	1.54601
96	93	1.57083	0.560637	2.14577	10.1853	44.1926	1977.5	0.00122056	1.4867
97	93	1.60618	0.549429	2.16481	9.92281	42.8216	1963.31	0.00119124	1.39627
98	93	1.62666	0.542935	2.17656	9.74806	41.9956	1954.6	0.00117348	1.34588
99	93	1.64459	0.537246	2.18612	9.61627	41.3348	1947.53	0.0011592	1.30293
100	93	1.66714	0.530087	2.199	9.42416	40.4602	1938.04	0.00114023	1.25042
101	93	1.68502	0.524404	2.20867	9.28729	39.8151	1930.93	0.00112618	1.20995
102	93	1.704	0.518367	2.21944	9.12667	39.109	1923.06	0.00111074	1.16812
103	93	1.72925	0.510325	2.2332	8.92847	38.2235	1913.02	0.00109129	1.11417
104	93	1.74749	0.504512	2.2434	8.77668	37.5792	1905.61	0.00107707	1.07642
105	93	1.76484	0.498974	2.25284	8.63982	36.993	1898.77	0.00106408	1.0414
106	93	1.79525	0.489248	2.26976	8.38713	35.963	1886.56	0.00104115	0.982108
107	93	1.8124	0.483754	2.27913	8.24912	35.4052	1879.84	0.00102867	0.949818
108	93	1.82983	0.478159	2.28881	8.10366	34.8374	1872.91	0.00101592	0.917813
109	93	1.84677	0.472716	2.29805	7.96656	34.3038	1866.31	0.00100389	0.887498
110	93	1.86415	0.467123	2.30764	7.82188	33.7578	1859.49	0.000991538	0.857188
111	93	1.88097	0.461698	2.31682	7.6845	33.2436	1852.98	0.000979864	0.828579
112	93	1.89788	0.456235	2.32611	7.54382	32.7305	1846.4	0.000968174	0.800534
113	93	1.91455	0.450841	2.33519	7.40698	32.2368	1840	0.000956888	0.773591
114	93	1.93662	0.443683	2.34726	7.22342	31.5916	1831.53	0.000942076	0.738946
115	93	1.95316	0.438304	2.35625	7.08681	31.1192	1825.23	0.000931189	0.71373
116	93	1.96971	0.432914	2.36526	6.94905	30.6526	1818.94	0.000920399	0.689144
117	93	1.98612	0.427556	2.37415	6.81322	30.1992	1812.76	0.000909876	0.665374
118	93	2.01301	0.418755	2.38871	6.58927	29.4702	1802.67	0.000892884	0.627726
119	93	2.02931	0.413402	2.3975	6.45387	29.0388	1796.61	0.000882781	0.60566
120	93	2.0456	0.408041	2.40627	6.31804	28.614	1790.57	0.000872801	0.584176
121	93	2.0618	0.402697	2.41496	6.18338	28.1993	1784.61	0.000863026	0.563352
122	93	2.09366	0.392148	2.43202	5.91753	27.4025	1772.96	0.000844149	0.523944
123	93	2.10977	0.386793	2.44061	5.78336	27.01	1767.13	0.000834806	0.504776
124	93	2.12588	0.381426	2.44918	5.64879	26.6236	1761.32	0.000825577	0.486114
125	93	2.14192	0.376067	2.45768	5.51517	26.246	1755.58	0.000816527	0.468013
126	93	2.15796	0.370695	2.46616	5.3812	25.8742	1749.87	0.000807589	0.450393
127	93	2.17896	0.363638	2.47721	5.20613	25.3976	1742.45	0.000796086	0.428022
128	93	2.19497	0.358243	2.48561	5.07251	25.0412	1736.83	0.000787453	0.411499
129	93	2.21094	0.352845	2.49396	4.93939	24.692	1731.27	0.000778967	0.395456
130	93	2.2269	0.347435	2.50227	4.80625	24.3489	1725.74	0.000770603	0.379858
131	93	2.24283	0.342019	2.51054	4.67346	24.0125	1720.27	0.000762376	0.36471
132	93	2.26942	0.332947	2.52426	4.45187	23.4642	1711.21	0.000748909	0.340362
133	93	2.28534	0.32749	2.53243	4.31925	23.1435	1705.84	0.000741	0.326311
134	93	2.30127	0.322016	2.54057	4.18656	22.8284	1700.51	0.000733204	0.312658
135	93	2.31718	0.316532	2.54866	4.05425	22.5196	1695.23	0.00072554	0.299408
136	93	2.33309	0.311032	2.55671	3.92189	22.2163	1689.98	0.000717987	0.286537
137	93	2.34898	0.305518	2.56472	3.78981	21.9189	1684.79	0.00071056	0.274048
138	93	2.36552	0.299763	2.573	3.6524	21.6152	1679.43	0.000702952	0.261442
139	93	2.38144	0.294202	2.58093	3.52023	21.3284	1674.31	0.000695745	0.249669
140	93	2.39737	0.288624	2.58882	3.38815	21.0471	1669.24	0.000688654	0.238248
141	93	2.41329	0.283028	2.59665	3.25624	20.7712	1664.21	0.00068168	0.227174
142	93	2.42922	0.277412	2.60443	3.12442	20.5007	1659.24	0.00067482	0.216438
143	93	2.44514	0.271776	2.61216	2.99273	20.2355	1654.31	0.000668076	0.206033
144	93	2.46788	0.263699	2.6231	2.80506	19.8663	1647.37	0.000658651	0.191746
145	93	2.48385	0.258	2.6307	2.67346	19.6134	1642.55	0.000652173	0.182096
146	93	2.49983	0.252278	2.63825	2.54196	19.3657	1637.79	0.000645808	0.172754
147	93	2.51581	0.246535	2.64573	2.41074	19.1234	1633.08	0.000639564	0.163718
148	93	2.53181	0.240766	2.65314	2.27966	18.8862	1628.43	0.000633436	0.154979
149	93	2.54781	0.234974	2.66048	2.14885	18.6544	1623.84	0.000627427	0.146532
150	93	2.57714	0.224305	2.6737	1.91011	18.2437	1615.61	0.000616743	0.131807
151	93	2.59321	0.21843	2.6808	1.78009	18.0267	1611.2	0.000611076	0.124145
152	93	2.60929	0.212524	2.68783	1.65025	17.8149	1606.85	0.000605529	0.11675
153	93	2.62538	0.206596	2.69473	1.5213	17.6092	1602.59	0.000600127	0.109629
154	93	2.64149	0.200638	2.70152	1.39277	17.4089	1598.41	0.000594854	0.102769
155	93	2.65761	0.194655	2.70818	1.26529	17.2149	1594.32	0.000589732	0.0961702
156	93	2.67374	0.188641	2.71471	1.13862	17.0268	1590.33	0.000584755	0.0898242
157	93	2.69399	0.181064	2.72267	0.981753	16.8004	1585.47	0.000578746	0.0822224
158	93	2.71018	0.174976	2.72883	0.858103	16.6271	1581.72	0.000574135	0.0764245
159	93	2.72638	0.168861	2.73479	0.736561	16.4613	1578.1	0.000569713	0.0708703
160	93	2.7426	0.162721	2.74052	0.617538	16.3034	1574.63	0.000565493	0.0655551
161	93	2.75881	0.156555	2.74598	0.50179	16.1543	1571.33	0.000561498	0.0604762
162	93	2.77502	0.150367	2.75114	0.390168	16.0148	1568.22	0.000557753	0.0556299
163	93	2.79123	0.144159	2.75593	0.283912	15.8862	1565.33	0.000554293	0.0510139
164	93	2.8187	0.13359	2.76303	0.121231	15.6979	1561.08	0.000549217	0.0436958
165	93	2.83483	0.127358	2.76639	0.0407089	15.6093	1559.06	0.000546824	0.0396883
166	93	2.85062	0.121246	2.76806	0	15.5657	1558.06	0.000545645	0.035964
167	93	2.85492	0.11958	2.768	0	15.5672	1558.1	0.000545686	0.0349825
168	93	2.90636	0.0996499	2.768	0	15.5672	1558.1	0.000545686	0.0242934
169	93	2.9578	0.0797199	2.768	0	15.5672	1558.1	0.000545686	0.0155478
170	93	3.00924	0.0597899	2.768	0	15.5672	1558.1	0.000545686	0.00874563
171	93	3.06068	0.03986	2.768	0	15.5672	1558.1	0.000545686	0.00388695
172	93	3.11212	0.01993	2.768	0	15.5672	1558.1	0.000545686	0.000971737
173	93	3.16356	0	2.768	0	15.5672	1558.1	0.000545686	0

0	94	0.277476	1.05614	1.62372	14.508	101.627	2391.88	0.00232058	9.71737
1	94	0.278298	1.05578	1.6239	14.5095	101.599	2391.73	0.00232009	9.70855
2	94	0.286233	1.05234	1.62574	14.5226	101.317	2390.21	0.00231512	9.62375
3	94	0.294354	1.04882	1.62766	14.5345	101.022	2388.62	0.00230992	9.53751
4	94	0.302657	1.04524	1.62968	14.5454	100.714	2386.96	0.00230449	9.4499
5	94	0.311143	1.04159	1.63178	14.5552	100.393	2385.22	0.00229882	9.36097
6	94	0.31981	1.03787	1.63397	14.564	100.06	2383.4	0.00229293	9.27077
7	94	0.328656	1.03409	1.63625	14.5718	99.7145	2381.52	0.00228682	9.17936
8	94	0.337679	1.03025	1.63861	14.5788	99.3572	2379.57	0.00228049	9.08681
9	94	0.346877	1.02635	1.64106	14.5848	98.9883	2377.55	0.00227396	8.99315
10	94	0.35625	1.02238	1.64359	14.5899	98.6081	2375.46	0.00226722	8.89846
