i	j	x,in	r,in	mach	theta	pres,psi	temp,R	Density,slug/ft3	massflow
68	48	0.522667	0.618054	1.45822	7.43907	129.77	2529.26	0.00280226	3.4027
69	48	0.533604	0.610169	1.46246	7.41576	128.98	2525.73	0.00278909	3.3072
70	48	0.544625	0.602262	1.4668	7.3907	128.176	2522.13	0.00277567	3.21287
71	48	0.555728	0.594335	1.47123	7.36382	127.358	2518.44	0.002762	3.11977
72	48	0.566911	0.586391	1.47577	7.33508	126.527	2514.68	0.00274808	3.02791
73	48	0.577965	0.578577	1.47991	7.31785	125.77	2511.23	0.00273539	2.93898
74	48	0.588888	0.570892	1.48376	7.30939	125.07	2508.03	0.00272363	2.85284
75	48	0.599576	0.563408	1.48729	7.30964	124.432	2505.1	0.0027129	2.7702
76	48	0.610506	0.555789	1.49132	7.29723	123.705	2501.75	0.00270066	2.68733
77	48	0.621378	0.548247	1.49524	7.28847	123.001	2498.49	0.00268879	2.60656
78	48	0.632298	0.540709	1.49924	7.27855	122.286	2495.17	0.00267672	2.52709
79	48	0.643446	0.533049	1.50366	7.25874	121.5	2491.5	0.00266345	2.44763
80	48	0.654489	0.525498	1.50785	7.24575	120.759	2488.01	0.0026509	2.37059
81	48	0.665575	0.517954	1.51211	7.23199	120.009	2484.48	0.00263819	2.29488
82	48	0.67689	0.510293	1.51678	7.20822	119.189	2480.59	0.00262428	2.2193
83	48	0.688293	0.502609	1.52161	7.18119	118.348	2476.58	0.00260997	2.14484
84	48	0.699402	0.495161	1.52588	7.16987	117.608	2473.03	0.00259738	2.07391
85	48	0.710795	0.487559	1.53069	7.14524	116.778	2469.04	0.00258323	2.0028
86	48	0.722347	0.47989	1.53581	7.1132	115.9	2464.78	0.00256823	1.93238
87	48	0.733914	0.47225	1.54097	7.08072	115.02	2460.49	0.00255316	1.86356
88	48	0.74517	0.464851	1.54556	7.06404	114.242	2456.68	0.00253983	1.79816
89	48	0.756697	0.457312	1.5507	7.03371	113.375	2452.41	0.00252495	1.73277
90	48	0.76836	0.449722	1.55615	6.99603	112.463	2447.89	0.00250926	1.66825
91	48	0.780086	0.442128	1.56177	6.9543	111.528	2443.23	0.00249316	1.60501
92	48	0.791493	0.434778	1.56681	6.92802	110.693	2439.03	0.00247874	1.54504
93	48	0.802968	0.42742	1.57207	6.89692	109.83	2434.67	0.00246381	1.4862
94	48	0.81461	0.419992	1.57773	6.85575	108.906	2429.98	0.00244781	1.42805
95	48	0.826316	0.412559	1.5836	6.80925	107.954	2425.11	0.00243128	1.37111
96	48	0.838029	0.405158	1.58958	6.75995	106.991	2420.15	0.00241453	1.31567
97	48	0.84937	0.398026	1.59494	6.72725	106.134	2415.71	0.0023996	1.26341
98	48	0.860776	0.390888	1.60055	6.68806	105.243	2411.06	0.00238403	1.21223
99	48	0.872309	0.383705	1.60655	6.63886	104.296	2406.09	0.00236747	1.16188
100	48	0.883866	0.37654	1.61275	6.58449	103.327	2400.96	0.00235047	1.11282
101	48	0.895388	0.36943	1.61903	6.52753	102.351	2395.76	0.00233333	1.06529
102	48	0.906781	0.362433	1.62523	6.47236	101.395	2390.63	0.0023165	1.01963
103	48	0.917724	0.355741	1.63076	6.43414	100.549	2386.06	0.00230157	0.976971
104	48	0.919192	0.354846	1.63263	6.39243	100.265	2384.52	0.00229655	0.971343
105	48	0.922387	0.352898	1.63538	6.34396	99.8457	2382.24	0.00228914	0.95918
106	48	0.928128	0.349404	1.63877	6.30784	99.3336	2379.44	0.00228008	0.937591
107	48	0.936691	0.344207	1.64336	6.26914	98.6423	2375.65	0.00226782	0.90598
108	48	0.948191	0.337255	1.64941	6.22189	97.7374	2370.65	0.00225175	0.864615
109	48	0.962576	0.328602	1.65684	6.16925	96.6363	2364.52	0.00223216	0.81458
110	48	0.979892	0.318251	1.6658	6.10839	95.3221	2357.14	0.0022087	0.756811
111	48	1.00031	0.306135	1.67672	6.02949	93.7404	2348.14	0.00218037	0.692064
112	48	1.02441	0.291958	1.69089	5.90005	91.7205	2336.49	0.00214403	0.620265
113	48	1.03762	0.284237	1.69967	5.79792	90.487	2329.27	0.00212175	0.58299
114	48	1.05361	0.27494	1.71187	5.62317	88.797	2319.26	0.00209111	0.539899
115	48	1.07305	0.263682	1.72962	5.31266	86.3871	2304.73	0.00204719	0.490489
116	48	1.09234	0.252574	1.7427	5.14846	84.6465	2294.04	0.00201529	0.444562
117	48	1.10848	0.24332	1.75617	4.9286	82.8862	2283.05	0.00198287	0.408356
118	48	1.13013	0.23097	1.77102	4.73627	80.9817	2270.96	0.00194763	0.36288
119	48	1.14474	0.222664	1.7829	4.5464	79.4864	2261.31	0.00191982	0.334073
120	48	1.16869	0.209115	1.79949	4.32703	77.4372	2247.85	0.00188152	0.290078
121	48	1.18214	0.201535	1.8101	4.16234	76.1515	2239.27	0.00185737	0.267042
122	48	1.19427	0.194718	1.81839	4.05481	75.1601	2232.58	0.00183869	0.247276
123	48	1.20903	0.186442	1.83001	3.8744	73.7886	2223.21	0.00181275	0.224468
124	48	1.22099	0.17975	1.83848	3.75875	72.8043	2216.4	0.00179406	0.206967
125	48	1.23339	0.17283	1.84818	3.60898	71.6904	2208.6	0.00177285	0.189737
126	48	1.25014	0.163501	1.86029	3.43825	70.3207	2198.89	0.00174666	0.167877
127	48	1.26205	0.156886	1.86945	3.29942	69.3008	2191.56	0.00172708	0.153306
128	48	1.2735	0.15053	1.87776	3.18187	68.3868	2184.93	0.00170948	0.140022
129	48	1.2933	0.139574	1.89294	2.95218	66.7441	2172.82	0.00167771	0.118733
130	48	1.30452	0.133372	1.90124	2.83171	65.8612	2166.22	0.00166056	0.107566
131	48	1.31581	0.127143	1.90995	2.69925	64.9469	2159.32	0.00164274	0.0969782
132	48	1.32685	0.12106	1.91815	2.57938	64.0955	2152.82	0.0016261	0.0872372
133	48	1.33807	0.114885	1.92678	2.44833	63.2108	2145.99	0.00160876	0.0779403
134	48	1.34897	0.10889	1.93496	2.3274	62.3823	2139.53	0.00159247	0.0694757
135	48	1.35986	0.102909	1.94333	2.20053	61.5454	2132.94	0.00157596	0.0615699
136	48	1.37061	0.0970085	1.95145	2.07973	60.743	2126.56	0.00156008	0.0542897
137	48	1.38477	0.0892456	1.96232	1.91479	59.6829	2118.02	0.00153903	0.0454803
138	48	1.39539	0.0834298	1.9704	1.79369	58.907	2111.7	0.00152357	0.0394402
139	48	1.40597	0.0776402	1.97853	1.67011	58.1344	2105.34	0.00150813	0.0338935
140	48	1.41646	0.0719011	1.98654	1.54973	57.3837	2099.1	0.00149308	0.0288452
141	48	1.43357	0.0625448	1.99972	1.34926	56.1661	2088.84	0.00146858	0.0215537
142	48	1.44394	0.0568814	2.00767	1.22905	55.4438	2082.67	0.00145399	0.0176907
143	48	1.45426	0.0512425	2.01564	1.10752	54.7276	2076.49	0.00143947	0.0142472
144	48	1.46453	0.0456383	2.02352	0.988172	54.0281	2070.4	0.00142526	0.0112148
145	48	1.48464	0.0346609	2.03908	0.750764	52.6715	2058.41	0.00139757	0.00637281
146	48	1.4948	0.02912	2.04691	0.631925	52.0014	2052.39	0.00138383	0.00446375
147	48	1.50492	0.0235979	2.05477	0.511414	51.3357	2046.36	0.00137014	0.00290882
148	48	1.515	0.0181004	2.06254	0.393385	50.686	2040.42	0.00135674	0.00169811
149	48	1.52505	0.0126204	2.07036	0.273404	50.04	2034.44	0.00134338	0.000818967
150	48	1.53819	0.00545011	2.08051	0.11909	49.2123	2026.71	0.0013262	0.000151111
151	48	1.54819	0	2.08831	0	48.5852	2020.78	0.00131315	0

0	49	0.0450818	1.00267	1.35336	6.77756	150.436	2616.1	0.00314068	9.71737
1	49	0.0467897	1.00119	1.35293	6.80181	150.524	2616.46	0.00314211	9.68753
2	49	0.0495648	0.998792	1.35229	6.83969	150.657	2616.98	0.00314425	9.63912
3	49	0.0524698	0.996281	1.35168	6.87774	150.785	2617.49	0.0031463	9.58854
4	49	0.0555058	0.993657	1.3511	6.91582	150.905	2617.96	0.00314824	9.53578
5	49	0.0586736	0.990921	1.35056	6.9538	151.017	2618.41	0.00315004	9.48086
6	49	0.0619741	0.988071	1.35007	6.99154	151.121	2618.82	0.00315171	9.42376
7	49	0.0654084	0.985108	1.34962	7.02893	151.214	2619.19	0.00315321	9.36451
8	49	0.0689774	0.98203	1.34922	7.06585	151.296	2619.51	0.00315453	9.30311
9	49	0.072682	0.978837	1.34889	7.10218	151.366	2619.79	0.00315566	9.23957
10	49	0.0765232	0.975529	1.34861	7.13782	151.424	2620.02	0.00315658	9.17389
11	49	0.080502	0.972106	1.3484	7.17268	151.467	2620.19	0.00315728	9.10611
12	49	0.0846192	0.968567	1.34826	7.20667	151.496	2620.3	0.00315775	9.03623
13	49	0.0888757	0.964912	1.3482	7.23972	151.51	2620.36	0.00315798	8.96428
14	49	0.0932723	0.96114	1.3482	7.27175	151.509	2620.35	0.00315795	8.89027
15	49	0.0978098	0.957252	1.34829	7.30271	151.491	2620.28	0.00315766	8.81425
16	49	0.102489	0.953249	1.34846	7.33254	151.456	2620.14	0.0031571	8.73622
17	49	0.10731	0.949129	1.34871	7.36121	151.404	2619.94	0.00315626	8.65624
18	49	0.112273	0.944894	1.34904	7.38868	151.334	2619.66	0.00315515	8.57433
19	49	0.11738	0.940544	1.34946	7.41494	151.247	2619.32	0.00315374	8.49055
20	49	0.12263	0.936079	1.34996	7.43996	151.142	2618.9	0.00315205	8.40492
21	49	0.128023	0.9315	1.35055	7.46375	151.019	2618.42	0.00315007	8.3175
22	49	0.13356	0.926808	1.35123	7.4863	150.878	2617.86	0.00314781	8.22834
23	49	0.139239	0.922005	1.35199	7.50763	150.719	2617.23	0.00314525	8.13749
24	49	0.145062	0.91709	1.35284	7.52776	150.543	2616.53	0.0031424	8.04502
25	49	0.151028	0.912066	1.35378	7.5467	150.348	2615.76	0.00313927	7.95098
26	49	0.157136	0.906934	1.3548	7.56448	150.137	2614.91	0.00313586	7.85543
27	49	0.163385	0.901695	1.3559	7.58115	149.908	2614	0.00313218	7.75845
28	49	0.169775	0.896351	1.35709	7.59674	149.662	2613.02	0.00312822	7.66011
29	49	0.176305	0.890905	1.35836	7.61129	149.4	2611.98	0.00312399	7.56046
30	49	0.182974	0.885356	1.35971	7.62485	149.122	2610.87	0.00311951	7.4596
31	49	0.189781	0.879709	1.36113	7.63746	148.829	2609.69	0.00311476	7.35758
32	49	0.196724	0.873965	1.36263	7.64917	148.52	2608.45	0.00310977	7.2545
33	49	0.203802	0.868125	1.36421	7.66001	148.196	2607.15	0.00310454	7.15042
34	49	0.211015	0.862193	1.36586	7.67005	147.857	2605.79	0.00309907	7.04542
35	49	0.218359	0.85617	1.36758	7.67932	147.505	2604.37	0.00309336	6.93959
36	49	0.225835	0.850059	1.36937	7.68786	147.139	2602.89	0.00308744	6.83299
37	49	0.233439	0.843862	1.37122	7.6957	146.759	2601.36	0.00308129	6.72572
38	49	0.241172	0.837582	1.37315	7.70289	146.366	2599.76	0.00307493	6.61783
39	49	0.24903	0.831221	1.37514	7.70944	145.961	2598.12	0.00306835	6.50942
40	49	0.257013	0.824781	1.3772	7.71538	145.543	2596.42	0.00306158	6.40056
41	49	0.265118	0.818264	1.37932	7.72073	145.113	2594.66	0.00305459	6.29132
42	49	0.273345	0.811674	1.38151	7.7255	144.671	2592.85	0.00304741	6.18178
43	49	0.281691	0.805012	1.38376	7.7297	144.217	2590.99	0.00304002	6.072
44	49	0.290156	0.798281	1.38608	7.73333	143.751	2589.08	0.00303244	5.96207
45	49	0.298736	0.791483	1.38845	7.73638	143.273	2587.11	0.00302467	5.85204
46	49	0.307432	0.78462	1.3909	7.73883	142.784	2585.09	0.00301669	5.74199
47	49	0.316241	0.777694	1.3934	7.74068	142.283	2583.01	0.00300852	5.63199
48	49	0.325162	0.770707	1.39598	7.7419	141.77	2580.88	0.00300015	5.52208
49	49	0.334193	0.763662	1.39862	7.74246	141.245	2578.7	0.00299158	5.41235
50	49	0.343334	0.756561	1.40132	7.74233	140.709	2576.46	0.00298281	5.30285
51	49	0.352582	0.749405	1.4041	7.74146	140.16	2574.16	0.00297384	5.19363
52	49	0.361937	0.742197	1.40694	7.73983	139.6	2571.8	0.00296466	5.08476
53	49	0.371398	0.734938	1.40985	7.73737	139.027	2569.39	0.00295526	4.9763
54	49	0.380963	0.72763	1.41284	7.73404	138.441	2566.91	0.00294566	4.86829
55	49	0.390631	0.720275	1.4159	7.72979	137.843	2564.37	0.00293583	4.76078
56	49	0.400401	0.712875	1.41904	7.72456	137.232	2561.77	0.00292579	4.65384
57	49	0.410272	0.705431	1.42226	7.71829	136.608	2559.11	0.00291552	4.54751
58	49	0.420243	0.697945	1.42555	7.71094	135.971	2556.37	0.00290502	4.44183
59	49	0.430313	0.69042	1.42892	7.70242	135.32	2553.57	0.00289429	4.33687
60	49	0.440481	0.682855	1.43238	7.6927	134.656	2550.71	0.00288332	4.23265
61	49	0.450745	0.675254	1.43592	7.68171	133.978	2547.77	0.00287211	4.12924
62	49	0.461105	0.667618	1.43955	7.66938	133.286	2544.75	0.00286067	4.02666
63	49	0.471559	0.659948	1.44327	7.65567	132.581	2541.67	0.00284897	3.92498
64	49	0.482106	0.652246	1.44707	7.64051	131.861	2538.51	0.00283704	3.82422
65	49	0.492746	0.644514	1.45097	7.62384	131.127	2535.28	0.00282485	3.72443
66	49	0.503476	0.636753	1.45495	7.60563	130.379	2531.97	0.00281241	3.62566
67	49	0.514295	0.628965	1.45903	7.5858	129.618	2528.58	0.00279972	3.52793
68	49	0.525202	0.621152	1.4632	7.56431	128.842	2525.11	0.00278678	3.4313
69	49	0.536196	0.613316	1.46747	7.54111	128.052	2521.57	0.00277359	3.3358
70	49	0.547274	0.605458	1.47184	7.51615	127.248	2517.94	0.00276015	3.24146
71	49	0.558435	0.59758	1.4763	7.48938	126.43	2514.24	0.00274645	3.14832
72	49	0.569678	0.589684	1.48085	7.46076	125.599	2510.45	0.00273251	3.05642
73	49	0.580788	0.581918	1.48502	7.44359	124.841	2506.99	0.00271979	2.96744
74	49	0.591767	0.574282	1.4889	7.43515	124.141	2503.76	0.002708	2.88125
75	49	0.602508	0.566845	1.49246	7.43538	123.501	2500.81	0.00269722	2.79856
76	49	0.613495	0.559274	1.49651	7.42299	122.773	2497.44	0.00268496	2.71561
77	49	0.624423	0.551779	1.50047	7.41422	122.068	2494.15	0.00267305	2.63476
78	49	0.635399	0.544288	1.5045	7.40427	121.352	2490.8	0.00266095	2.55518
79	49	0.646606	0.536674	1.50894	7.38447	120.567	2487.11	0.00264765	2.4756
80	49	0.657707	0.52917	1.51316	7.37144	119.824	2483.6	0.00263506	2.39843
81	49	0.668852	0.521672	1.51744	7.35763	119.074	2480.04	0.00262232	2.32259
82	49	0.680229	0.514056	1.52215	7.33383	118.255	2476.13	0.00260839	2.24684
83	49	0.691694	0.506419	1.52701	7.30679	117.413	2472.09	0.00259405	2.1722
84	49	0.702862	0.499016	1.5313	7.29536	116.673	2468.52	0.00258142	2.10111
85	49	0.714318	0.491459	1.53614	7.27067	115.843	2464.5	0.00256725	2.0298
86	49	0.725934	0.483835	1.54129	7.23858	114.965	2460.23	0.00255223	1.95916
87	49	0.737566	0.476238	1.54649	7.20604	114.085	2455.91	0.00253715	1.89012
88	49	0.748884	0.468883	1.55111	7.18921	113.307	2452.07	0.00252378	1.8245
89	49	0.760475	0.461388	1.55628	7.15877	112.441	2447.78	0.00250888	1.75887
90	49	0.772206	0.45384	1.56176	7.121	111.53	2443.23	0.00249318	1.69409
91	49	0.784001	0.446289	1.56741	7.07919	110.596	2438.54	0.00247706	1.63058
92	49	0.795472	0.43898	1.57249	7.05272	109.761	2434.33	0.00246262	1.57034
93	49	0.807013	0.431664	1.57777	7.02145	108.898	2429.94	0.00244767	1.51123
94	49	0.818724	0.424276	1.58346	6.98012	107.976	2425.22	0.00243166	1.45278
95	49	0.8305	0.416883	1.58937	6.93349	107.025	2420.33	0.00241513	1.39553
96	49	0.842284	0.409521	1.59538	6.88404	106.064	2415.34	0.00239837	1.33977
97	49	0.853692	0.402429	1.60077	6.85109	105.208	2410.88	0.00238342	1.28721
98	49	0.865166	0.395329	1.60642	6.81166	104.317	2406.2	0.00236784	1.23572
99	49	0.87677	0.388183	1.61245	6.76224	103.373	2401.2	0.00235128	1.18503
100	49	0.888399	0.381054	1.61868	6.70768	102.405	2396.05	0.00233428	1.13563
101	49	0.899994	0.37398	1.62499	6.65051	101.432	2390.83	0.00231714	1.08776
102	49	0.911459	0.367017	1.63122	6.59512	100.478	2385.68	0.00230032	1.04174
103	49	0.922468	0.36036	1.63679	6.55654	99.6335	2381.08	0.00228538	0.998756
104	49	0.923952	0.359466	1.63865	6.51506	99.3511	2379.54	0.00228039	0.993057
105	49	0.927173	0.357524	1.64142	6.46675	98.9347	2377.25	0.00227301	0.980771
106	49	0.932952	0.354046	1.64482	6.43056	98.4242	2374.45	0.00226395	0.958996
107	49	0.941569	0.348874	1.64943	6.39163	97.7343	2370.63	0.0022517	0.927117
108	49	0.953141	0.341956	1.65552	6.344	96.8311	2365.61	0.00223563	0.88539
109	49	0.967616	0.333347	1.66299	6.2908	95.7318	2359.45	0.00221602	0.834902
110	49	0.985039	0.323047	1.67201	6.22913	94.4198	2352.02	0.00219255	0.776579
111	49	1.00559	0.31099	1.68299	6.14921	92.8413	2342.98	0.00216422	0.711164
112	49	1.02984	0.296876	1.69724	6.01867	90.8276	2331.27	0.00212791	0.638542
113	49	1.04315	0.289185	1.70606	5.91615	89.5995	2324.03	0.00210567	0.600792
114	49	1.05926	0.279917	1.71829	5.74139	87.9191	2314	0.00207514	0.557098
115	49	1.07888	0.268683	1.73606	5.43186	85.5268	2299.46	0.00203144	0.506905
116	49	1.09832	0.257613	1.74919	5.26724	83.7942	2288.74	0.00199961	0.460282
117	49	1.1146	0.24838	1.76269	5.04788	82.0459	2277.74	0.00196734	0.423454
118	49	1.1364	0.23607	1.7776	4.85512	80.1505	2265.61	0.00193219	0.377197
119	49	1.15114	0.227783	1.7895	4.66563	78.6652	2255.95	0.0019045	0.347838
120	49	1.17528	0.214273	1.80616	4.44578	76.6262	2242.45	0.0018663	0.302982
121	49	1.18884	0.20671	1.8168	4.28132	75.349	2233.86	0.00184225	0.279447
122	49	1.20106	0.199913	1.82513	4.17346	74.3623	2227.14	0.00182361	0.25925
123	49	1.21595	0.191653	1.83679	3.99329	73.0001	2217.76	0.00179778	0.2359
124	49	1.22801	0.184979	1.84528	3.8774	72.021	2210.93	0.00177915	0.217973
125	49	1.24051	0.178072	1.85501	3.72781	70.9147	2203.12	0.00175803	0.200294
126	49	1.2574	0.168764	1.86717	3.55684	69.5527	2193.38	0.00173192	0.17784
127	49	1.26941	0.162162	1.87636	3.4181	68.5396	2186.04	0.00171242	0.162845
128	49	1.28096	0.15582	1.8847	3.30036	67.6308	2179.38	0.00169488	0.149159
129	49	1.30092	0.144882	1.89994	3.07077	65.9991	2167.26	0.00166324	0.127172
130	49	1.31225	0.138692	1.90827	2.95018	65.1217	2160.64	0.00164616	0.115616
131	49	1.32364	0.132472	1.91701	2.81779	64.2137	2153.72	0.00162842	0.104636
132	49	1.33477	0.1264	1.92524	2.69779	63.3676	2147.21	0.00161184	0.0945155
133	49	1.34609	0.120233	1.9339	2.56681	62.4892	2140.37	0.00159457	0.0848333
134	49	1.35708	0.114247	1.94212	2.44578	61.666	2133.9	0.00157834	0.0759978
135	49	1.36807	0.108274	1.95051	2.31895	60.835	2127.29	0.0015619	0.0677226
136	49	1.37892	0.102381	1.95866	2.19806	60.0379	2120.89	0.00154609	0.0600807
137	49	1.3932	0.0946272	1.96958	2.03315	58.9854	2112.34	0.00152514	0.0507974
138	49	1.40392	0.088818	1.97768	1.912	58.2149	2106	0.00150974	0.044405
139	49	1.41459	0.0830342	1.98585	1.78844	57.4478	2099.63	0.00149437	0.038509
140	49	1.42517	0.0773008	1.99388	1.66799	56.7024	2093.38	0.00147939	0.0331169
141	49	1.44245	0.0679525	2.00711	1.46755	55.4938	2083.1	0.001455	0.0252688
142	49	1.45291	0.0622936	2.01509	1.34729	54.7766	2076.92	0.00144047	0.0210717
143	49	1.46333	0.0566586	2.0231	1.22578	54.0659	2070.73	0.00142603	0.0172976
144	49	1.47369	0.051058	2.03101	1.10638	53.3715	2064.62	0.00141188	0.0139388
145	49	1.49399	0.0400863	2.04663	0.869014	52.0253	2052.61	0.00138432	0.0084635
146	49	1.50425	0.0345479	2.05448	0.750104	51.3601	2046.58	0.00137064	0.00623807
147	49	1.51447	0.0290277	2.06237	0.629693	50.6999	2040.54	0.00135703	0.00436991
148	49	1.52464	0.0235319	2.07018	0.511546	50.0549	2034.58	0.00134369	0.00284965
149	49	1.53479	0.018053	2.07802	0.391763	49.4143	2028.6	0.0013304	0.00166407
150	49	1.54806	0.0108839	2.08822	0.23702	48.5926	2020.85	0.0013133	0.000598684
151	49	1.55815	0.00543394	2.09603	0.117436	47.9722	2014.92	0.00130035	0.000147954
152	49	1.56821	0	2.10375	0	47.3663	2009.08	0.00128765	0

0	50	0.0459092	1.00277	1.35724	6.90256	149.632	2612.9	0.00312773	9.71737
1	50	0.0471549	1.0017	1.35693	6.92021	149.696	2613.16	0.00312875	9.6958
2	50	0.0499408	0.999319	1.3563	6.95814	149.826	2613.68	0.00313086	9.64764
3	50	0.0528571	0.996825	1.35569	6.99625	149.951	2614.18	0.00313288	9.59731
4	50	0.0559049	0.99422	1.35512	7.03439	150.07	2614.65	0.00313478	9.54482
5	50	0.0590851	0.991502	1.35459	7.07243	150.18	2615.09	0.00313656	9.49017
6	50	0.0623986	0.988672	1.3541	7.11025	150.281	2615.49	0.00313819	9.43336
7	50	0.0658463	0.985729	1.35367	7.1477	150.372	2615.85	0.00313966	9.3744
8	50	0.0694294	0.982672	1.35328	7.18469	150.452	2616.17	0.00314095	9.31331
9	50	0.0731487	0.979502	1.35295	7.22109	150.52	2616.44	0.00314204	9.25008
10	50	0.0770051	0.976217	1.35269	7.2568	150.575	2616.66	0.00314293	9.18473
11	50	0.0809998	0.972817	1.35249	7.29174	150.617	2616.82	0.0031436	9.11728
12	50	0.0851334	0.969302	1.35236	7.32581	150.644	2616.93	0.00314404	9.04774
13	50	0.089407	0.965673	1.3523	7.35893	150.656	2616.98	0.00314423	8.97614
14	50	0.0938213	0.961927	1.35232	7.39104	150.652	2616.96	0.00314417	8.90249
15	50	0.0983771	0.958067	1.35241	7.42208	150.632	2616.88	0.00314385	8.82682
16	50	0.103075	0.954091	1.35259	7.452	150.595	2616.74	0.00314325	8.74917
17	50	0.107916	0.95	1.35285	7.48075	150.541	2616.52	0.00314238	8.66957
18	50	0.1129	0.945795	1.35319	7.50832	150.47	2616.24	0.00314123	8.58804
19	50	0.118027	0.941475	1.35362	7.53466	150.381	2615.89	0.0031398	8.50464
20	50	0.123299	0.937041	1.35414	7.55978	150.274	2615.46	0.00313808	8.41941
21	50	0.128714	0.932494	1.35474	7.58366	150.149	2614.96	0.00313607	8.33239
22	50	0.134274	0.927835	1.35543	7.6063	150.007	2614.4	0.00313377	8.24363
23	50	0.139977	0.923065	1.3562	7.62773	149.846	2613.76	0.00313118	8.15319
24	50	0.145825	0.918185	1.35707	7.64795	149.668	2613.05	0.0031283	8.06112
25	50	0.151815	0.913196	1.35801	7.66699	149.472	2612.26	0.00312514	7.96749
26	50	0.157949	0.908099	1.35905	7.68488	149.259	2611.41	0.0031217	7.87236
27	50	0.164225	0.902897	1.36016	7.70165	149.028	2610.49	0.00311799	7.77579
28	50	0.170642	0.89759	1.36136	7.71735	148.781	2609.5	0.003114	7.67786
29	50	0.1772	0.892181	1.36264	7.732	148.518	2608.45	0.00310974	7.57863
30	50	0.183898	0.886672	1.364	7.74567	148.238	2607.32	0.00310523	7.47817
31	50	0.190733	0.881063	1.36544	7.75839	147.943	2606.14	0.00310046	7.37657
32	50	0.197707	0.875359	1.36695	7.7702	147.633	2604.89	0.00309543	7.27389
33	50	0.204816	0.86956	1.36854	7.78117	147.307	2603.57	0.00309017	7.17022
34	50	0.212059	0.863668	1.3702	7.79132	146.968	2602.2	0.00308467	7.06562
35	50	0.219436	0.857687	1.37194	7.8007	146.614	2600.77	0.00307894	6.96018
36	50	0.226944	0.851618	1.37374	7.80935	146.246	2599.28	0.00307298	6.85398
37	50	0.234582	0.845464	1.37561	7.81731	145.865	2597.73	0.00306681	6.74709
38	50	0.242349	0.839227	1.37755	7.82461	145.472	2596.12	0.00306042	6.63959
39	50	0.250242	0.832909	1.37956	7.83128	145.065	2594.47	0.00305381	6.53155
40	50	0.25826	0.826513	1.38163	7.83734	144.646	2592.75	0.003047	6.42306
41	50	0.266402	0.820041	1.38377	7.84281	144.215	2590.98	0.00303999	6.31418
42	50	0.274666	0.813496	1.38597	7.8477	143.771	2589.16	0.00303278	6.20499
43	50	0.283049	0.806879	1.38824	7.85202	143.316	2587.29	0.00302536	6.09556
44	50	0.291552	0.800193	1.39057	7.85576	142.849	2585.36	0.00301775	5.98596
45	50	0.300171	0.793441	1.39297	7.85893	142.37	2583.37	0.00300995	5.87626
46	50	0.308906	0.786624	1.39543	7.8615	141.879	2581.34	0.00300194	5.76653
47	50	0.317755	0.779745	1.39795	7.86347	141.377	2579.25	0.00299374	5.65683
48	50	0.326717	0.772806	1.40054	7.8648	140.863	2577.1	0.00298534	5.54723
49	50	0.33579	0.765808	1.4032	7.86548	140.338	2574.9	0.00297674	5.43778
50	50	0.344972	0.758755	1.40592	7.86546	139.8	2572.65	0.00296794	5.32855
51	50	0.354264	0.751647	1.40871	7.86471	139.251	2570.33	0.00295894	5.2196
52	50	0.363662	0.744486	1.41158	7.86319	138.689	2567.96	0.00294973	5.11098
53	50	0.373167	0.737276	1.41451	7.86084	138.115	2565.53	0.0029403	5.00275
54	50	0.382777	0.730016	1.41752	7.85762	137.529	2563.04	0.00293067	4.89496
55	50	0.392491	0.72271	1.4206	7.85348	136.93	2560.48	0.00292081	4.78767
56	50	0.402307	0.715358	1.42375	7.84836	136.318	2557.86	0.00291074	4.68093
57	50	0.412225	0.707963	1.42699	7.84221	135.693	2555.18	0.00290044	4.57478
58	50	0.422244	0.700527	1.4303	7.83496	135.055	2552.43	0.00288991	4.46928
59	50	0.432362	0.69305	1.4337	7.82655	134.403	2549.61	0.00287915	4.36447
60	50	0.442579	0.685535	1.43718	7.81694	133.738	2546.72	0.00286815	4.26039
61	50	0.452893	0.677983	1.44074	7.80605	133.06	2543.77	0.00285692	4.15711
62	50	0.463303	0.670396	1.44439	7.79383	132.368	2540.74	0.00284544	4.05465
63	50	0.473809	0.662775	1.44813	7.78022	131.661	2537.63	0.00283372	3.95306
64	50	0.484409	0.655122	1.45196	7.76516	130.941	2534.46	0.00282176	3.85238
65	50	0.495101	0.647439	1.45587	7.7486	130.207	2531.2	0.00280954	3.75266
66	50	0.505885	0.639727	1.45988	7.73049	129.459	2527.87	0.00279708	3.65394
67	50	0.516759	0.631989	1.46399	7.71076	128.697	2524.47	0.00278437	3.55625
68	50	0.527722	0.624225	1.46818	7.68938	127.921	2520.98	0.0027714	3.45964
69	50	0.538771	0.616437	1.47247	7.66628	127.131	2517.41	0.00275819	3.36414
70	50	0.549907	0.608627	1.47686	7.64143	126.327	2513.77	0.00274472	3.26979
71	50	0.561126	0.600798	1.48134	7.61476	125.509	2510.04	0.002731	3.17663
72	50	0.572427	0.59295	1.48593	7.58624	124.678	2506.23	0.00271703	3.08469
73	50	0.583594	0.585232	1.49012	7.56913	123.92	2502.75	0.00270429	2.99567
74	50	0.594628	0.577644	1.49403	7.56071	123.218	2499.5	0.00269246	2.90944
75	50	0.605422	0.570255	1.49761	7.56092	122.577	2496.52	0.00268165	2.82669
